,DATE,Month,Day,NA_Correction,MaxTemp,MinTemp,MeanTemp,RainPrecip,SnowPrecip,Wind,CO,NO2,O3,PM10,PM25,CO_LEVEL,NO2_LEVEL,O3_LEVEL,PM10_LEVEL,PM25_LEVEL,AQI,AQI_LEVEL
0,2014-01-06,1,Monday,False,-3.3,-17.6,-10.5,0.0,0.0,6.8,1.8,47.0,0.022,47.0,13.7,Good,Good,Good,Good,Moderate,54,Moderate
1,2014-01-07,1,Tuesday,False,1.1,-11.6,-4.7,0.0,0.21,5.9,1.9,47.0,0.007,66.0,21.0,Good,Good,Good,Moderate,Moderate,70,Moderate
2,2014-01-08,1,Wednesday,False,0.9,-2.6,-0.5,0.0,2.66,7.9,0.8,48.0,0.003,53.0,33.9,Good,Good,Good,Good,Moderate,97,Moderate
3,2014-01-09,1,Thursday,False,0.1,-10.3,-4.4,0.0,3.92,8.9,0.7,42.0,0.021,46.0,18.0,Good,Good,Good,Good,Moderate,63,Moderate
4,2014-01-10,1,Friday,False,3.1,-4.1,-0.5,0.0,0.91,7.0,1.0,46.0,0.021,38.0,7.9,Good,Good,Good,Good,Good,43,Good
5,2014-01-11,1,Saturday,False,6.9,-3.5,2.2,0.2,0.0,13.2,1.0,40.0,0.036,51.0,9.1,Good,Good,Good,Good,Good,47,Good
6,2014-01-12,1,Sunday,False,5.5,-4.3,-0.9,3.8,2.8,11.8,0.6,31.0,0.038,21.0,2.5,Good,Good,Good,Good,Good,35,Good
7,2014-01-13,1,Monday,False,2.7,-3.0,-1.1,0.0,0.42,8.3,0.5,49.0,0.025,41.0,5.4,Good,Good,Good,Good,Good,46,Good
8,2014-01-14,1,Tuesday,False,2.9,-6.3,-2.2,0.0,0.0,7.0,1.2,46.0,0.024,62.0,13.2,Good,Good,Good,Moderate,Moderate,54,Moderate
9,2014-01-15,1,Wednesday,False,2.5,-9.1,-3.6,0.0,0.0,6.6,1.0,54.0,0.02,75.0,17.7,Good,Moderate,Good,Moderate,Moderate,63,Moderate
10,2014-01-16,1,Thursday,False,2.8,-9.7,-3.6,0.0,0.0,5.4,1.0,48.0,0.018,62.0,20.5,Good,Good,Good,Moderate,Moderate,69,Moderate
11,2014-01-17,1,Friday,False,3.3,-10.1,-3.3,0.0,0.0,5.2,0.9,58.0,0.016,66.0,24.3,Good,Moderate,Good,Moderate,Moderate,77,Moderate
12,2014-01-18,1,Saturday,False,4.1,-10.1,-2.7,0.0,0.0,4.1,0.9,48.0,0.023,75.0,23.6,Good,Good,Good,Moderate,Moderate,75,Moderate
13,2014-01-19,1,Sunday,False,6.1,-11.1,-2.2,0.0,0.0,6.5,0.9,46.0,0.024,52.0,23.4,Good,Good,Good,Good,Moderate,75,Moderate
14,2014-01-20,1,Monday,False,5.4,-7.5,-1.5,0.0,0.0,6.6,0.8,52.0,0.017,86.0,25.5,Good,Good,Good,Moderate,Moderate,79,Moderate
15,2014-01-21,1,Tuesday,False,5.5,-13.9,-3.7,0.0,0.0,5.2,0.8,81.0,0.016,80.0,30.0,Good,Moderate,Good,Moderate,Moderate,89,Moderate
16,2014-01-22,1,Wednesday,False,4.0,-9.2,-2.3,0.0,0.0,9.0,0.9,88.0,0.014,81.0,34.9,Good,Moderate,Good,Moderate,Moderate,99,Moderate
17,2014-01-23,1,Thursday,False,3.4,-9.5,-3.2,0.0,0.0,6.5,1.1,78.0,0.021,97.0,43.2,Good,Moderate,Good,Moderate,Unhealthy for Sensitive Groups,120,Unhealthy for Sensitive Groups
18,2014-01-24,1,Friday,False,2.8,-15.3,-5.4,0.0,0.0,3.9,0.7,53.0,0.025,65.0,17.9,Good,Good,Good,Moderate,Moderate,63,Moderate
19,2014-01-25,1,Saturday,False,3.2,-9.9,-2.9,0.0,0.0,4.4,0.8,50.0,0.026,64.0,19.1,Good,Good,Good,Moderate,Moderate,66,Moderate
20,2014-01-26,1,Sunday,False,3.8,-8.1,-1.7,0.0,0.0,5.4,0.9,51.0,0.031,46.0,17.3,Good,Good,Good,Good,Moderate,62,Moderate
21,2014-01-27,1,Monday,False,4.8,-6.6,-0.4,0.0,0.0,9.4,0.8,54.0,0.016,68.0,21.0,Good,Moderate,Good,Moderate,Moderate,70,Moderate
22,2014-01-28,1,Tuesday,False,3.3,-5.5,-0.6,0.0,0.0,5.5,0.8,52.0,0.029,58.0,25.9,Good,Good,Good,Moderate,Moderate,80,Moderate
23,2014-01-29,1,Wednesday,False,5.1,-3.6,0.7,5.2,1.68,13.1,0.9,52.0,0.032,47.0,11.5,Good,Good,Good,Good,Good,49,Good
24,2014-01-30,1,Thursday,False,1.2,-0.5,0.6,2.9,3.64,8.1,0.9,36.0,0.028,21.0,5.4,Good,Good,Good,Good,Good,34,Good
25,2014-01-31,1,Friday,False,0.1,-4.5,-2.1,0.0,0.49,10.6,0.3,31.0,0.026,27.0,10.8,Good,Good,Good,Good,Good,45,Good
26,2014-02-01,2,Saturday,False,-1.8,-8.0,-4.6,0.0,0.63,9.4,0.3,32.0,0.035,24.0,9.3,Good,Good,Good,Good,Good,39,Good
27,2014-02-02,2,Sunday,False,-1.0,-16.0,-7.6,0.0,0.0,10.4,0.3,25.0,0.038,19.0,5.2,Good,Good,Good,Good,Good,35,Good
28,2014-02-03,2,Monday,False,-0.0,-14.1,-6.5,0.0,0.21,10.9,0.7,39.0,0.033,36.0,6.4,Good,Good,Good,Good,Good,37,Good
29,2014-02-04,2,Tuesday,False,-3.5,-8.8,-5.6,0.0,2.45,9.5,0.3,38.0,0.034,20.0,5.1,Good,Good,Good,Good,Good,36,Good
30,2014-02-05,2,Wednesday,False,-1.7,-15.7,-8.4,0.0,0.0,11.2,0.5,45.0,0.026,44.0,8.7,Good,Good,Good,Good,Good,42,Good
31,2014-02-06,2,Thursday,False,-0.0,-12.4,-5.5,0.0,0.35,9.4,0.6,37.0,0.032,48.0,10.0,Good,Good,Good,Good,Good,44,Good
32,2014-02-07,2,Friday,False,1.0,-4.8,-1.7,0.2,2.31,15.9,0.3,30.0,0.04,25.0,5.5,Good,Good,Good,Good,Good,37,Good
33,2014-02-08,2,Saturday,False,3.8,-1.4,1.1,8.0,1.47,15.1,0.3,20.0,0.039,16.0,3.3,Good,Good,Good,Good,Good,36,Good
34,2014-02-09,2,Sunday,False,3.7,1.4,2.5,7.4,0.42,10.9,0.6,28.0,0.032,17.0,3.5,Good,Good,Good,Good,Good,30,Good
35,2014-02-10,2,Monday,False,2.6,-2.4,1.0,3.2,4.2,8.2,0.7,36.0,0.025,22.0,8.3,Good,Good,Good,Good,Good,35,Good
36,2014-02-11,2,Tuesday,False,4.1,-6.8,-1.2,0.0,0.0,8.8,0.9,48.0,0.03,55.0,7.2,Good,Good,Good,Moderate,Good,51,Moderate
37,2014-02-12,2,Wednesday,False,4.7,-3.3,1.1,2.7,1.54,12.0,1.0,42.0,0.021,56.0,7.3,Good,Good,Good,Moderate,Good,51,Moderate
38,2014-02-13,2,Thursday,False,9.3,3.9,6.0,2.7,0.0,8.4,1.0,35.0,0.022,47.0,4.8,Good,Good,Good,Good,Good,44,Good
39,2014-02-14,2,Friday,False,9.7,3.2,6.5,1.6,0.0,9.8,1.4,35.0,0.009,54.0,7.3,Good,Good,Good,Good,Good,50,Good
40,2014-02-15,2,Saturday,False,12.9,3.8,9.2,0.0,0.0,12.2,1.4,31.0,0.005,66.0,7.2,Good,Good,Good,Moderate,Good,56,Moderate
41,2014-02-16,2,Sunday,False,9.5,1.1,5.1,2.4,0.0,18.1,1.1,30.0,0.037,48.0,2.5,Good,Good,Good,Good,Good,44,Good
42,2014-02-17,2,Monday,False,11.4,-6.4,2.9,0.0,0.0,15.5,1.1,40.0,0.022,57.0,6.3,Good,Good,Good,Moderate,Good,52,Moderate
43,2014-02-18,2,Tuesday,False,8.7,0.3,4.6,0.0,0.0,9.9,1.0,45.0,0.035,51.0,5.5,Good,Good,Good,Good,Good,47,Good
44,2014-02-19,2,Wednesday,False,6.7,-3.1,0.2,1.3,0.49,22.3,0.8,40.0,0.04,42.0,2.6,Good,Good,Good,Good,Good,39,Good
45,2014-02-20,2,Thursday,False,2.5,-4.8,-0.7,0.0,0.0,11.1,0.4,39.0,0.041,32.0,1.2,Good,Good,Good,Good,Good,38,Good
46,2014-02-21,2,Friday,False,6.7,-2.1,1.9,0.0,0.0,10.9,0.9,42.0,0.041,47.0,4.0,Good,Good,Good,Good,Good,44,Good
47,2014-02-22,2,Saturday,False,6.5,-2.8,2.4,0.0,0.0,12.2,0.8,41.0,0.039,39.0,3.6,Good,Good,Good,Good,Good,39,Good
48,2014-02-23,2,Sunday,False,10.3,-2.3,3.9,0.0,0.0,10.1,0.9,36.0,0.042,35.0,2.9,Good,Good,Good,Good,Good,39,Good
49,2014-02-24,2,Monday,False,11.8,-1.2,5.2,0.0,0.0,8.1,0.8,44.0,0.043,67.0,3.8,Good,Good,Good,Moderate,Good,57,Moderate
50,2014-02-25,2,Tuesday,False,12.4,-1.7,5.6,0.0,0.0,7.2,0.9,64.0,0.037,43.0,4.7,Good,Moderate,Good,Good,Good,62,Moderate
51,2014-02-26,2,Wednesday,False,12.6,-0.8,6.0,0.0,0.0,8.1,0.8,35.0,0.034,35.0,3.4,Good,Good,Good,Good,Good,33,Good
52,2014-02-27,2,Thursday,False,6.1,0.1,3.3,10.2,0.0,16.9,0.7,35.0,0.03,31.0,3.3,Good,Good,Good,Good,Good,33,Good
53,2014-02-28,2,Friday,False,6.2,-1.6,2.7,1.5,0.0,19.7,0.9,45.0,0.031,45.0,4.5,Good,Good,Good,Good,Good,42,Good
54,2014-03-01,3,Saturday,False,8.2,0.9,4.1,6.9,0.0,19.1,0.8,29.0,0.045,23.0,1.5,Good,Good,Good,Good,Good,42,Good
55,2014-03-02,3,Sunday,False,10.1,0.1,4.8,0.4,0.0,11.2,0.7,30.0,0.045,17.0,2.5,Good,Good,Good,Good,Good,42,Good
56,2014-03-03,3,Monday,False,12.0,3.2,6.7,0.2,0.0,13.0,0.6,34.0,0.045,22.0,2.5,Good,Good,Good,Good,Good,42,Good
57,2014-03-04,3,Tuesday,False,6.3,1.6,4.0,5.8,1.61,12.7,0.9,40.0,0.028,32.0,5.3,Good,Good,Good,Good,Good,38,Good
58,2014-03-05,3,Wednesday,False,12.3,-4.0,4.5,0.0,0.0,13.1,0.9,41.0,0.036,36.0,5.3,Good,Good,Good,Good,Good,39,Good
59,2014-03-06,3,Thursday,False,13.9,-0.2,6.2,6.3,0.0,12.4,0.9,38.0,0.04,30.0,4.5,Good,Good,Good,Good,Good,37,Good
60,2014-03-07,3,Friday,False,6.8,1.2,3.8,1.9,0.49,16.2,0.6,32.0,0.039,20.0,2.4,Good,Good,Good,Good,Good,36,Good
61,2014-03-08,3,Saturday,False,10.5,-0.1,4.9,0.0,0.0,9.2,0.7,37.0,0.044,26.0,3.5,Good,Good,Good,Good,Good,41,Good
62,2014-03-09,3,Sunday,False,13.9,-3.3,6.2,0.0,0.0,14.6,0.8,36.0,0.046,28.0,2.9,Good,Good,Good,Good,Good,43,Good
63,2014-03-10,3,Monday,False,16.2,1.0,7.6,0.8,0.0,18.8,0.8,38.0,0.044,52.0,4.4,Good,Good,Good,Good,Good,48,Good
64,2014-03-11,3,Tuesday,False,5.0,-1.5,1.4,0.2,0.91,17.1,0.5,35.0,0.038,18.0,2.7,Good,Good,Good,Good,Good,35,Good
65,2014-03-12,3,Wednesday,False,9.3,-2.3,3.0,0.0,0.0,7.0,0.4,44.0,0.042,32.0,4.2,Good,Good,Good,Good,Good,42,Good
66,2014-03-13,3,Thursday,False,11.2,-1.7,4.8,0.0,0.0,9.2,0.5,51.0,0.045,38.0,4.5,Good,Good,Good,Good,Good,48,Good
67,2014-03-14,3,Friday,False,12.4,-1.0,6.1,1.3,0.0,16.3,0.5,47.0,0.045,57.0,4.6,Good,Good,Good,Moderate,Good,52,Moderate
68,2014-03-15,3,Saturday,False,8.5,2.5,5.1,0.0,0.0,21.1,0.3,38.0,0.05,20.0,3.2,Good,Good,Good,Good,Good,46,Good
69,2014-03-16,3,Sunday,False,13.6,-0.8,6.5,0.0,0.0,12.2,0.3,38.0,0.049,21.0,2.8,Good,Good,Good,Good,Good,45,Good
70,2014-03-17,3,Monday,False,12.6,-2.6,4.1,0.0,0.07,30.3,0.3,49.0,0.046,101.0,4.6,Good,Good,Good,Moderate,Good,74,Moderate
71,2014-03-18,3,Tuesday,False,4.5,-3.3,0.5,0.0,0.0,13.7,0.3,32.0,0.036,22.0,3.2,Good,Good,Good,Good,Good,33,Good
72,2014-03-19,3,Wednesday,False,8.9,-2.6,2.9,0.0,0.0,12.2,0.4,71.0,0.046,29.0,3.4,Good,Moderate,Good,Good,Good,69,Moderate
73,2014-03-20,3,Thursday,False,13.4,-0.4,6.8,0.0,0.0,9.9,0.5,48.0,0.043,34.0,3.5,Good,Good,Good,Good,Good,45,Good
74,2014-03-21,3,Friday,False,10.6,1.8,6.3,0.0,0.0,12.6,0.3,40.0,0.039,38.0,5.7,Good,Good,Good,Good,Good,38,Good
75,2014-03-22,3,Saturday,False,9.0,2.0,5.3,0.0,0.14,11.4,0.3,42.0,0.051,29.0,4.7,Good,Good,Good,Good,Good,47,Good
76,2014-03-23,3,Sunday,False,12.6,-1.3,5.8,0.0,0.0,12.7,0.3,32.0,0.054,23.0,4.6,Good,Good,Good,Good,Good,50,Good
77,2014-03-24,3,Monday,False,13.6,3.1,8.2,0.0,0.0,8.6,0.4,58.0,0.052,37.0,6.6,Good,Moderate,Good,Good,Good,55,Moderate
78,2014-03-25,3,Tuesday,False,18.3,0.0,8.9,0.0,0.0,16.6,0.4,45.0,0.05,39.0,6.2,Good,Good,Good,Good,Good,46,Good
79,2014-03-26,3,Wednesday,False,8.2,2.5,5.5,2.2,0.14,13.8,0.3,30.0,0.044,57.0,3.5,Good,Good,Good,Moderate,Good,52,Moderate
80,2014-03-27,3,Thursday,False,8.2,0.1,4.3,3.2,0.63,9.7,0.3,24.0,0.043,16.0,1.4,Good,Good,Good,Good,Good,40,Good
81,2014-03-28,3,Friday,False,11.4,-0.3,5.6,0.0,0.0,12.8,0.4,34.0,0.047,26.0,2.7,Good,Good,Good,Good,Good,44,Good
82,2014-03-29,3,Saturday,False,16.9,-1.2,8.2,0.0,0.0,19.6,0.3,32.0,0.049,26.0,3.7,Good,Good,Good,Good,Good,45,Good
83,2014-03-30,3,Sunday,False,13.1,2.4,5.8,5.5,2.52,23.3,0.3,13.0,0.051,44.0,4.0,Good,Good,Good,Good,Good,47,Good
84,2014-03-31,3,Monday,False,9.7,-1.5,4.0,0.2,0.0,12.6,0.4,40.0,0.043,21.0,2.0,Good,Good,Good,Good,Good,40,Good
85,2014-04-01,4,Tuesday,False,8.8,0.3,3.4,5.3,0.77,19.2,0.3,25.0,0.049,21.0,3.9,Good,Good,Good,Good,Good,45,Good
86,2014-04-02,4,Wednesday,False,5.8,-0.8,2.2,0.3,0.49,6.8,0.4,32.0,0.045,20.0,3.3,Good,Good,Good,Good,Good,42,Good
87,2014-04-03,4,Thursday,False,7.6,-2.6,3.0,1.3,0.0,6.9,0.3,33.0,0.05,30.0,4.3,Good,Good,Good,Good,Good,46,Good
88,2014-04-04,4,Friday,False,10.9,-1.4,5.6,0.0,0.0,13.0,0.5,51.0,0.048,26.0,3.7,Good,Good,Good,Good,Good,48,Good
89,2014-04-05,4,Saturday,False,9.5,2.6,5.8,1.1,0.0,15.0,0.3,24.0,0.047,16.0,2.9,Good,Good,Good,Good,Good,44,Good
90,2014-04-06,4,Sunday,False,9.3,1.2,5.7,1.3,0.14,13.5,0.3,28.0,0.043,20.0,4.2,Good,Good,Good,Good,Good,40,Good
91,2014-04-07,4,Monday,False,13.9,5.0,9.2,0.0,0.0,10.9,0.4,29.0,0.049,28.0,5.0,Good,Good,Good,Good,Good,45,Good
92,2014-04-08,4,Tuesday,False,18.5,3.2,11.3,0.0,0.0,10.2,0.6,33.0,0.044,51.0,5.1,Good,Good,Good,Good,Good,47,Good
93,2014-04-09,4,Wednesday,False,22.0,3.3,13.9,0.0,0.0,10.8,0.4,36.0,0.047,31.0,5.0,Good,Good,Good,Good,Good,44,Good
94,2014-04-10,4,Thursday,False,19.2,9.0,14.1,0.0,0.0,10.2,0.4,27.0,0.055,25.0,5.2,Good,Good,Moderate,Good,Good,51,Moderate
95,2014-04-11,4,Friday,False,22.4,5.2,14.5,0.0,0.0,8.4,0.4,33.0,0.053,48.0,7.0,Good,Good,Good,Good,Good,49,Good
96,2014-04-12,4,Saturday,False,20.4,8.5,13.3,1.5,0.0,13.5,0.3,27.0,0.05,38.0,5.4,Good,Good,Good,Good,Good,46,Good
97,2014-04-13,4,Sunday,False,10.6,4.4,7.3,3.1,0.21,27.9,0.3,13.0,0.043,35.0,3.6,Good,Good,Good,Good,Good,40,Good
98,2014-04-14,4,Monday,False,11.7,2.3,7.1,0.0,0.0,10.9,0.4,38.0,0.05,23.0,4.8,Good,Good,Good,Good,Good,46,Good
99,2014-04-15,4,Tuesday,False,18.6,2.6,10.4,0.0,0.0,19.4,0.5,54.0,0.05,31.0,4.4,Good,Moderate,Good,Good,Good,51,Moderate
100,2014-04-16,4,Wednesday,False,13.3,6.6,9.5,0.0,0.0,13.0,0.3,28.0,0.058,24.0,3.7,Good,Good,Moderate,Good,Good,61,Moderate
101,2014-04-17,4,Thursday,False,20.3,3.9,12.1,0.0,0.0,13.1,0.5,39.0,0.054,28.0,4.0,Good,Good,Good,Good,Good,50,Good
102,2014-04-18,4,Friday,False,22.2,4.9,13.4,0.0,0.0,15.5,0.5,45.0,0.049,39.0,5.6,Good,Good,Good,Good,Good,45,Good
103,2014-04-19,4,Saturday,False,20.5,7.2,14.5,0.5,0.0,8.3,0.4,31.0,0.053,35.0,6.2,Good,Good,Good,Good,Good,49,Good
104,2014-04-20,4,Sunday,False,20.2,8.3,14.9,0.0,0.0,12.2,0.5,26.0,0.059,36.0,6.9,Good,Good,Moderate,Good,Good,64,Moderate
105,2014-04-21,4,Monday,False,24.1,6.8,15.8,0.0,0.0,13.0,0.4,35.0,0.058,38.0,8.5,Good,Good,Moderate,Good,Good,61,Moderate
106,2014-04-22,4,Tuesday,False,23.0,6.9,14.5,2.0,0.0,37.8,0.4,43.0,0.055,673.0,14.5,Good,Good,Moderate,Hazardous,Moderate,433,Hazardous
107,2014-04-23,4,Wednesday,False,10.7,1.9,6.3,3.0,0.91,16.3,0.3,33.0,0.047,19.0,4.2,Good,Good,Good,Good,Good,44,Good
108,2014-04-24,4,Thursday,False,18.3,2.7,11.3,0.0,0.0,15.4,0.4,43.0,0.051,30.0,3.0,Good,Good,Good,Good,Good,47,Good
109,2014-04-25,4,Friday,False,20.4,7.0,13.1,1.0,0.0,25.5,0.4,31.0,0.058,175.0,11.4,Good,Good,Moderate,Unhealthy for Sensitive Groups,Good,111,Unhealthy for Sensitive Groups
110,2014-04-26,4,Saturday,False,9.3,4.0,6.9,14.7,0.0,9.7,0.3,21.0,0.041,55.0,3.7,Good,Good,Good,Moderate,Good,51,Moderate
111,2014-04-27,4,Sunday,False,9.8,2.8,5.9,2.3,0.0,20.1,0.3,20.0,0.048,22.0,2.2,Good,Good,Good,Good,Good,44,Good
112,2014-04-28,4,Monday,False,7.3,-0.1,4.4,1.6,1.47,21.6,0.3,25.0,0.05,29.0,2.7,Good,Good,Good,Good,Good,46,Good
113,2014-04-29,4,Tuesday,False,10.3,1.9,6.2,0.0,0.0,22.7,0.3,37.0,0.051,22.0,5.7,Good,Good,Good,Good,Good,47,Good
114,2014-04-30,4,Wednesday,False,13.8,2.3,8.2,0.0,0.0,18.3,0.5,40.0,0.056,30.0,5.1,Good,Good,Moderate,Good,Good,54,Moderate
115,2014-05-01,5,Thursday,False,17.6,3.1,11.0,0.0,0.0,14.2,0.5,62.0,0.043,35.0,4.8,Good,Moderate,Good,Good,Good,60,Moderate
116,2014-05-02,5,Friday,False,22.8,3.9,14.8,0.0,0.0,11.6,0.5,37.0,0.056,29.0,4.8,Good,Good,Moderate,Good,Good,54,Moderate
117,2014-05-03,5,Saturday,False,27.4,6.0,18.0,0.0,0.0,15.2,0.5,30.0,0.052,47.0,5.8,Good,Good,Good,Good,Good,48,Good
118,2014-05-04,5,Sunday,False,27.0,15.1,21.0,0.0,0.0,14.5,0.4,20.0,0.058,45.0,7.0,Good,Good,Moderate,Good,Good,61,Moderate
119,2014-05-05,5,Monday,False,25.5,13.7,19.4,0.0,0.0,13.9,0.4,53.0,0.055,45.0,6.5,Good,Good,Moderate,Good,Good,51,Moderate
120,2014-05-06,5,Tuesday,False,18.3,10.3,14.6,2.9,0.0,15.4,0.4,32.0,0.054,53.0,8.9,Good,Good,Good,Good,Good,50,Good
121,2014-05-07,5,Wednesday,False,12.0,4.7,8.1,8.9,0.0,9.6,0.4,18.0,0.058,30.0,3.7,Good,Good,Moderate,Good,Good,61,Moderate
122,2014-05-08,5,Thursday,False,14.1,2.8,9.0,1.0,0.0,10.4,0.4,22.0,0.048,23.0,2.2,Good,Good,Good,Good,Good,44,Good
123,2014-05-09,5,Friday,False,15.6,7.4,10.3,8.2,0.0,10.5,0.5,29.0,0.046,27.0,3.9,Good,Good,Good,Good,Good,43,Good
124,2014-05-10,5,Saturday,False,13.8,3.6,9.2,1.8,0.0,18.6,0.6,18.0,0.052,24.0,4.0,Good,Good,Good,Good,Good,48,Good
125,2014-05-11,5,Sunday,False,9.3,3.0,5.8,4.1,0.0,25.2,0.4,10.0,0.049,21.0,1.7,Good,Good,Good,Good,Good,45,Good
126,2014-05-12,5,Monday,False,11.7,3.8,7.5,0.9,0.0,17.6,0.6,27.0,0.047,24.0,2.6,Good,Good,Good,Good,Good,44,Good
127,2014-05-13,5,Tuesday,False,14.4,1.0,8.3,0.0,0.0,10.5,0.5,34.0,0.051,34.0,3.1,Good,Good,Good,Good,Good,47,Good
128,2014-05-14,5,Wednesday,False,18.2,4.9,12.4,0.0,0.0,9.7,0.3,31.0,0.053,128.0,4.1,Good,Good,Good,Moderate,Good,87,Moderate
129,2014-05-15,5,Thursday,False,23.1,8.1,16.6,0.0,0.0,8.4,0.3,27.0,0.054,59.0,4.1,Good,Good,Good,Moderate,Good,53,Moderate
130,2014-05-16,5,Friday,False,26.0,9.7,19.2,0.0,0.0,12.5,0.3,32.0,0.054,57.0,6.6,Good,Good,Good,Moderate,Good,52,Moderate
131,2014-05-17,5,Saturday,False,26.9,12.2,20.7,0.0,0.0,7.4,0.3,24.0,0.054,84.0,6.1,Good,Good,Good,Moderate,Good,65,Moderate
132,2014-05-18,5,Sunday,False,26.0,11.1,19.3,0.0,0.0,19.1,0.3,19.0,0.061,79.0,7.5,Good,Good,Moderate,Moderate,Good,71,Moderate
133,2014-05-19,5,Monday,False,21.9,11.4,16.7,0.0,0.0,12.6,0.3,36.0,0.055,32.0,7.3,Good,Good,Moderate,Good,Good,51,Moderate
134,2014-05-20,5,Tuesday,False,25.2,9.9,18.5,0.0,0.0,23.9,0.3,26.0,0.056,60.0,7.3,Good,Good,Moderate,Moderate,Good,54,Moderate
135,2014-05-21,5,Wednesday,False,23.2,11.1,18.0,0.0,0.0,22.6,0.3,25.0,0.055,81.0,6.1,Good,Good,Moderate,Moderate,Good,64,Moderate
136,2014-05-22,5,Thursday,False,25.6,10.8,19.2,0.0,0.0,16.2,0.3,31.0,0.055,52.0,8.0,Good,Good,Moderate,Good,Good,51,Moderate
137,2014-05-23,5,Friday,False,20.4,12.2,16.9,0.0,0.0,18.4,0.3,28.0,0.039,47.0,6.9,Good,Good,Good,Good,Good,44,Good
138,2014-05-24,5,Saturday,False,21.0,13.2,17.0,1.2,0.0,9.4,0.3,20.0,0.047,25.0,5.0,Good,Good,Good,Good,Good,44,Good
139,2014-05-25,5,Sunday,False,24.0,10.0,18.4,0.0,0.0,14.2,0.3,19.0,0.059,25.0,7.0,Good,Good,Moderate,Good,Good,64,Moderate
140,2014-05-26,5,Monday,False,28.2,12.8,21.5,0.0,0.0,7.8,0.3,17.0,0.055,28.0,6.5,Good,Good,Moderate,Good,Good,51,Moderate
141,2014-05-27,5,Tuesday,False,31.4,11.8,22.9,0.0,0.0,11.2,0.3,51.0,0.055,77.0,6.7,Good,Good,Moderate,Moderate,Good,62,Moderate
142,2014-05-28,5,Wednesday,False,32.3,13.4,24.1,0.0,0.0,29.2,0.3,31.0,0.053,81.0,9.5,Good,Good,Good,Moderate,Good,64,Moderate
143,2014-05-29,5,Thursday,False,26.5,12.8,20.8,0.0,0.0,12.4,0.3,23.0,0.051,57.0,9.4,Good,Good,Good,Moderate,Good,52,Moderate
144,2014-05-30,5,Friday,False,28.7,14.4,21.9,0.0,0.0,15.5,0.3,27.0,0.053,47.0,7.1,Good,Good,Good,Good,Good,49,Good
145,2014-05-31,5,Saturday,False,29.5,12.7,21.9,0.0,0.0,23.5,0.3,14.0,0.055,82.0,7.3,Good,Good,Moderate,Moderate,Good,64,Moderate
146,2014-06-01,6,Sunday,False,25.5,15.3,20.8,0.0,0.0,11.5,0.3,17.0,0.061,45.0,5.6,Good,Good,Moderate,Good,Good,71,Moderate
147,2014-06-02,6,Monday,False,30.4,12.7,22.6,0.0,0.0,15.2,0.3,25.0,0.067,59.0,6.4,Good,Good,Moderate,Moderate,Good,90,Moderate
148,2014-06-03,6,Tuesday,False,29.1,18.4,23.9,0.0,0.0,13.0,0.3,16.0,0.063,43.0,7.4,Good,Good,Moderate,Good,Good,77,Moderate
149,2014-06-04,6,Wednesday,False,28.2,14.8,22.4,0.2,0.0,13.4,0.3,28.0,0.066,46.0,9.4,Good,Good,Moderate,Good,Good,87,Moderate
150,2014-06-05,6,Thursday,False,28.0,15.2,22.4,0.0,0.0,14.0,0.3,22.0,0.066,44.0,7.7,Good,Good,Moderate,Good,Good,87,Moderate
151,2014-06-06,6,Friday,False,29.3,14.6,23.1,0.0,0.0,10.1,0.3,23.0,0.055,40.0,5.7,Good,Good,Moderate,Good,Good,51,Moderate
152,2014-06-07,6,Saturday,False,28.3,16.4,22.9,0.0,0.0,13.7,0.3,20.0,0.064,32.0,7.5,Good,Good,Moderate,Good,Good,80,Moderate
153,2014-06-08,6,Sunday,False,24.0,16.6,20.5,0.0,0.0,21.6,0.3,16.0,0.046,37.0,8.2,Good,Good,Good,Good,Good,43,Good
154,2014-06-09,6,Monday,False,28.2,10.2,20.7,0.0,0.0,9.2,0.3,20.0,0.058,65.0,5.1,Good,Good,Moderate,Moderate,Good,61,Moderate
155,2014-06-10,6,Tuesday,False,32.2,12.0,24.2,0.0,0.0,15.7,0.3,30.0,0.056,68.0,12.9,Good,Good,Moderate,Moderate,Moderate,57,Moderate
156,2014-06-11,6,Wednesday,False,27.9,18.6,23.3,0.0,0.0,12.2,0.3,26.0,0.06,61.0,10.4,Good,Good,Moderate,Moderate,Good,67,Moderate
157,2014-06-12,6,Thursday,False,32.4,13.2,24.8,0.0,0.0,17.4,0.3,29.0,0.063,180.0,14.0,Good,Good,Moderate,Unhealthy for Sensitive Groups,Moderate,113,Unhealthy for Sensitive Groups
158,2014-06-13,6,Friday,False,29.5,16.8,23.2,0.0,0.0,19.6,0.3,26.0,0.065,164.0,17.7,Good,Good,Moderate,Unhealthy for Sensitive Groups,Moderate,105,Unhealthy for Sensitive Groups
159,2014-06-14,6,Saturday,False,21.1,12.1,16.6,0.0,0.0,18.4,0.3,19.0,0.041,34.0,4.4,Good,Good,Good,Good,Good,38,Good
160,2014-06-15,6,Sunday,False,26.9,13.3,19.8,0.0,0.0,16.5,0.3,15.0,0.051,34.0,3.2,Good,Good,Good,Good,Good,47,Good
161,2014-06-16,6,Monday,False,23.8,13.6,19.8,1.2,0.0,21.9,0.3,28.0,0.043,47.0,11.6,Good,Good,Good,Good,Good,48,Good
