,DATE,Month,Day,NA_Correction,MaxTemp,MinTemp,MeanTemp,RainPrecip,SnowPrecip,Wind,CO,NO2,O3,PM10,PM25,CO_LEVEL,NO2_LEVEL,O3_LEVEL,PM10_LEVEL,PM25_LEVEL,AQI,AQI_LEVEL
2595,2021-02-13,2,Saturday,False,4.5,-0.0,1.9,0.0,8.61,12.1,0.3,21.6,0.031,4.0,2.6,Good,Good,Good,Good,Good,29,Good
2596,2021-02-14,2,Sunday,False,-0.6,-8.7,-3.2,0.0,1.12,10.8,0.2,10.1,0.034,6.0,4.1,Good,Good,Good,Good,Good,31,Good
2597,2021-02-15,2,Monday,False,-0.3,-8.2,-3.2,0.0,5.67,6.7,0.3,25.3,0.039,5.0,3.8,Good,Good,Good,Good,Good,36,Good
2598,2021-02-16,2,Tuesday,False,-0.3,-4.2,-2.1,0.0,5.11,8.4,0.3,18.6,0.038,4.0,1.9,Good,Good,Good,Good,Good,35,Good
2599,2021-02-17,2,Wednesday,False,-2.3,-6.1,-3.7,0.0,3.36,9.1,0.2,14.7,0.04,4.0,2.0,Good,Good,Good,Good,Good,37,Good
2600,2021-02-18,2,Thursday,False,-2.0,-9.0,-5.5,0.0,0.21,7.1,0.2,25.0,0.039,6.0,3.2,Good,Good,Good,Good,Good,36,Good
2601,2021-02-19,2,Friday,False,2.8,-6.1,-1.0,0.0,1.05,7.6,0.3,38.2,0.039,13.0,3.3,Good,Good,Good,Good,Good,36,Good
2602,2021-02-20,2,Saturday,False,4.4,-4.8,-0.2,0.0,2.66,9.0,0.3,26.1,0.042,8.0,1.8,Good,Good,Good,Good,Good,39,Good
2603,2021-02-21,2,Sunday,False,-0.8,-5.8,-3.6,0.0,0.0,6.9,0.3,13.3,0.041,5.0,1.9,Good,Good,Good,Good,Good,38,Good
2604,2021-02-22,2,Monday,False,4.1,-6.5,-1.9,0.0,0.0,7.2,0.3,28.9,0.039,14.0,4.5,Good,Good,Good,Good,Good,36,Good
2605,2021-02-23,2,Tuesday,False,4.0,-4.7,-0.2,0.0,0.0,6.6,0.4,30.0,0.043,13.0,2.9,Good,Good,Good,Good,Good,40,Good
2606,2021-02-24,2,Wednesday,False,0.7,-9.7,-4.2,0.0,0.0,9.2,0.3,34.5,0.042,13.0,2.8,Good,Good,Good,Good,Good,39,Good
2607,2021-02-25,2,Thursday,False,-1.3,-12.1,-7.2,0.0,0.0,7.3,0.3,28.6,0.041,10.0,3.0,Good,Good,Good,Good,Good,38,Good
2608,2021-02-26,2,Friday,False,1.7,-8.9,-2.2,0.0,0.98,7.1,0.3,16.1,0.043,10.0,1.5,Good,Good,Good,Good,Good,40,Good
2609,2021-02-27,2,Saturday,False,-2.5,-10.8,-5.7,0.1,1.82,7.4,0.4,14.1,0.042,9.0,2.1,Good,Good,Good,Good,Good,39,Good
2610,2021-02-28,2,Sunday,False,-1.8,-12.3,-6.3,0.0,0.28,5.9,0.4,21.8,0.041,8.0,4.7,Good,Good,Good,Good,Good,38,Good
2611,2021-03-01,3,Monday,False,4.3,-10.9,-4.2,0.0,0.0,5.2,0.4,31.2,0.039,16.0,5.5,Good,Good,Good,Good,Good,36,Good
2612,2021-03-02,3,Tuesday,False,9.2,-6.4,0.4,0.0,0.0,6.3,0.5,32.0,0.038,14.0,3.6,Good,Good,Good,Good,Good,35,Good
2613,2021-03-03,3,Wednesday,False,11.6,-5.5,2.5,0.0,0.0,13.8,0.4,27.6,0.045,14.0,3.3,Good,Good,Good,Good,Good,42,Good
2614,2021-03-04,3,Thursday,False,7.2,1.0,3.0,0.2,3.64,10.6,0.4,16.4,0.043,10.0,2.4,Good,Good,Good,Good,Good,40,Good
2615,2021-03-05,3,Friday,True,10.8,-1.8,3.5,0.0,0.0,10.7,0.4,24.0,0.041,18.140562248995984,7.6,Good,Good,Good,Good,Good,38,Good
2616,2021-03-06,3,Saturday,True,14.2,1.9,7.1,0.0,0.0,14.9,0.4,18.8,0.046,18.140562248995984,5.3,Good,Good,Good,Good,Good,43,Good
2617,2021-03-07,3,Sunday,True,12.4,0.2,5.9,0.0,0.0,9.1,0.4,17.5,0.049,18.140562248995984,7.1,Good,Good,Good,Good,Good,45,Good
2618,2021-03-08,3,Monday,True,14.0,5.4,9.6,0.0,0.0,14.3,0.4,23.5,0.049,18.140562248995984,6.6,Good,Good,Good,Good,Good,45,Good
2619,2021-03-09,3,Tuesday,False,7.6,-0.2,3.3,0.0,0.84,9.4,0.3,7.2,0.043,41.0,6.5,Good,Good,Good,Good,Good,40,Good
2620,2021-03-10,3,Wednesday,False,4.2,-1.6,0.6,0.1,1.19,5.9,0.4,10.0,0.047,13.0,3.7,Good,Good,Good,Good,Good,44,Good
2621,2021-03-11,3,Thursday,False,3.4,-3.6,0.2,0.0,2.03,6.1,0.4,21.8,0.044,7.0,3.3,Good,Good,Good,Good,Good,41,Good
2622,2021-03-12,3,Friday,False,5.6,-7.0,-0.5,0.1,0.07,9.2,0.4,28.5,0.046,11.0,4.8,Good,Good,Good,Good,Good,43,Good
2623,2021-03-13,3,Saturday,False,2.1,-1.5,0.5,0.0,2.03,5.8,0.4,9.3,0.036,3.0,2.2,Good,Good,Good,Good,Good,33,Good
2624,2021-03-14,3,Sunday,False,7.6,0.1,2.8,0.1,0.28,5.0,0.4,11.2,0.044,10.0,4.3,Good,Good,Good,Good,Good,41,Good
2625,2021-03-15,3,Monday,True,8.8,1.3,4.9,0.2,0.0,7.2,0.5,28.2,0.047,10.0,3.998888888888889,Good,Good,Good,Good,Good,44,Good
2626,2021-03-16,3,Tuesday,True,6.3,0.5,3.4,0.9,0.21,6.6,0.4,20.1,0.045,7.0,3.998888888888889,Good,Good,Good,Good,Good,42,Good
2627,2021-03-17,3,Wednesday,False,8.6,0.0,3.9,0.2,0.14,8.4,0.5,29.5,0.045,18.0,5.6,Good,Good,Good,Good,Good,42,Good
2628,2021-03-18,3,Thursday,True,11.5,-0.2,5.1,0.0,0.0,11.2,0.5,22.0,0.048,13.0,3.998888888888889,Good,Good,Good,Good,Good,44,Good
2629,2021-03-19,3,Friday,True,14.9,3.4,7.7,0.0,0.0,9.8,0.5,19.3,0.046,12.0,3.998888888888889,Good,Good,Good,Good,Good,43,Good
2630,2021-03-20,3,Saturday,False,10.3,0.6,5.1,1.5,2.66,10.5,0.4,7.7,0.039,5.0,3.9,Good,Good,Good,Good,Good,36,Good
2631,2021-03-21,3,Sunday,False,2.9,-6.1,-0.5,0.0,0.56,10.4,0.4,6.5,0.046,3.0,4.1,Good,Good,Good,Good,Good,43,Good
2632,2021-03-22,3,Monday,False,3.7,-9.2,-1.8,0.0,0.28,5.4,0.5,20.4,0.044,8.0,1.4,Good,Good,Good,Good,Good,41,Good
2633,2021-03-23,3,Tuesday,False,5.0,-3.3,0.5,0.0,0.07,12.2,0.2,25.5,0.04,19.0,4.9,Good,Good,Good,Good,Good,37,Good
2634,2021-03-24,3,Wednesday,False,4.5,-6.9,-0.9,0.0,0.0,6.6,0.2,25.6,0.044,8.0,4.5,Good,Good,Good,Good,Good,41,Good
2635,2021-03-25,3,Thursday,False,4.5,-3.8,1.0,0.1,1.82,9.4,0.2,24.3,0.042,9.0,3.2,Good,Good,Good,Good,Good,39,Good
2636,2021-03-26,3,Friday,False,4.3,-1.2,1.7,0.0,3.78,10.2,0.2,10.1,0.039,5.0,2.7,Good,Good,Good,Good,Good,36,Good
2637,2021-03-27,3,Saturday,False,5.7,-4.2,1.3,0.0,0.0,5.4,0.2,16.9,0.046,8.0,3.0,Good,Good,Good,Good,Good,43,Good
2638,2021-03-28,3,Sunday,True,12.0,-3.5,4.5,0.0,0.0,9.7,0.2,21.3,0.046,18.140562248995984,3.1,Good,Good,Good,Good,Good,43,Good
2639,2021-03-29,3,Monday,True,10.2,-2.6,4.2,0.0,0.0,18.1,0.1,12.0,0.052,18.140562248995984,7.5,Good,Good,Good,Good,Good,48,Good
2640,2021-03-30,3,Tuesday,False,1.6,-7.5,-2.2,0.0,0.0,10.0,0.2,29.4,0.048,11.0,2.5,Good,Good,Good,Good,Good,44,Good
2641,2021-03-31,3,Wednesday,False,7.7,-9.0,-0.8,0.0,0.0,7.5,0.2,30.0,0.05,15.0,4.3,Good,Good,Good,Good,Good,46,Good
2642,2021-04-01,4,Thursday,False,15.6,-5.2,4.3,0.0,0.0,11.1,0.3,31.4,0.053,24.0,6.8,Good,Good,Good,Good,Good,49,Good
2643,2021-04-02,4,Friday,False,17.7,0.5,8.7,0.0,0.0,8.0,0.3,27.7,0.051,23.0,7.1,Good,Good,Good,Good,Good,47,Good
2644,2021-04-03,4,Saturday,False,20.7,4.3,12.5,0.0,0.0,5.9,0.3,19.1,0.051,25.0,7.4,Good,Good,Good,Good,Good,47,Good
2645,2021-04-04,4,Sunday,False,21.2,7.4,14.3,0.0,0.0,8.7,0.3,16.9,0.053,18.0,5.2,Good,Good,Good,Good,Good,49,Good
2646,2021-04-05,4,Monday,False,18.7,4.7,12.6,1.5,0.28,16.9,0.3,15.5,0.049,100.0,10.0,Good,Good,Good,Moderate,Good,73,Moderate
2647,2021-04-06,4,Tuesday,False,6.2,-5.1,2.1,0.2,6.79,10.1,0.2,10.4,0.042,10.0,2.7,Good,Good,Good,Good,Good,39,Good
2648,2021-04-07,4,Wednesday,False,14.3,-6.1,4.6,0.0,0.0,7.0,0.3,22.0,0.051,12.0,3.2,Good,Good,Good,Good,Good,47,Good
2649,2021-04-08,4,Thursday,False,14.8,3.7,10.0,0.0,0.0,13.7,0.3,37.0,0.049,38.0,5.9,Good,Good,Good,Good,Good,45,Good
2650,2021-04-09,4,Friday,False,11.7,-0.5,5.9,0.0,0.0,8.5,0.3,16.1,0.054,22.0,3.7,Good,Good,Good,Good,Good,50,Good
2651,2021-04-10,4,Saturday,False,16.4,0.2,9.5,0.0,0.0,5.9,0.3,17.7,0.051,16.0,4.0,Good,Good,Good,Good,Good,47,Good
2652,2021-04-11,4,Sunday,False,14.0,3.5,7.6,0.0,0.0,12.0,0.3,8.1,0.06,34.0,5.1,Good,Good,Moderate,Good,Good,67,Moderate
2653,2021-04-12,4,Monday,False,11.0,-0.3,5.3,0.0,0.0,6.9,0.3,22.8,0.058,23.0,4.6,Good,Good,Moderate,Good,Good,61,Moderate
2654,2021-04-13,4,Tuesday,False,11.9,-1.4,6.1,0.0,0.14,16.4,0.3,23.5,0.047,36.0,4.4,Good,Good,Good,Good,Good,44,Good
2655,2021-04-14,4,Wednesday,False,8.9,2.0,5.0,1.4,4.83,15.8,0.4,25.0,0.044,11.0,3.8,Good,Good,Good,Good,Good,41,Good
2656,2021-04-15,4,Thursday,False,5.2,2.3,3.5,0.3,7.14,8.6,0.4,16.5,0.039,6.0,3.4,Good,Good,Good,Good,Good,36,Good
2657,2021-04-16,4,Friday,False,5.9,-1.4,3.4,0.3,1.61,7.6,0.3,15.0,0.039,5.0,2.6,Good,Good,Good,Good,Good,36,Good
2658,2021-04-17,4,Saturday,False,9.7,-6.7,1.0,0.0,0.0,11.2,0.3,13.6,0.048,6.0,2.5,Good,Good,Good,Good,Good,44,Good
2659,2021-04-18,4,Sunday,False,13.1,-5.6,4.8,0.0,0.0,9.8,0.3,16.3,0.051,7.0,3.2,Good,Good,Good,Good,Good,47,Good
2660,2021-04-19,4,Monday,False,16.1,3.2,8.9,0.2,0.0,25.4,0.4,28.0,0.047,42.0,5.2,Good,Good,Good,Good,Good,44,Good
2661,2021-04-20,4,Tuesday,False,11.1,-1.0,5.3,0.0,0.0,11.9,0.3,15.3,0.05,16.0,3.3,Good,Good,Good,Good,Good,46,Good
2662,2021-04-21,4,Wednesday,False,14.1,3.3,7.5,0.0,0.07,12.8,0.3,14.5,0.047,21.0,3.5,Good,Good,Good,Good,Good,44,Good
2663,2021-04-22,4,Thursday,False,13.4,1.8,7.8,0.8,0.0,9.0,0.3,18.4,0.056,15.0,3.8,Good,Good,Moderate,Good,Good,54,Moderate
2664,2021-04-23,4,Friday,False,14.8,2.9,9.6,0.2,0.0,13.0,0.3,14.6,0.055,20.0,4.7,Good,Good,Moderate,Good,Good,51,Moderate
2665,2021-04-24,4,Saturday,False,17.7,3.1,10.9,0.0,0.0,14.6,0.4,16.8,0.052,21.0,5.3,Good,Good,Good,Good,Good,48,Good
2666,2021-04-25,4,Sunday,False,19.0,6.8,12.2,0.6,0.0,23.6,0.3,9.7,0.043,21.0,4.5,Good,Good,Good,Good,Good,40,Good
2667,2021-04-26,4,Monday,False,9.3,4.7,6.4,6.2,0.0,10.2,0.4,10.0,0.041,5.0,1.8,Good,Good,Good,Good,Good,38,Good
2668,2021-04-27,4,Tuesday,False,10.6,3.1,6.7,1.0,0.07,12.5,0.4,16.3,0.043,6.0,2.2,Good,Good,Good,Good,Good,40,Good
2669,2021-04-28,4,Wednesday,False,15.7,2.0,8.9,0.0,0.0,15.6,0.4,15.0,0.05,9.0,2.8,Good,Good,Good,Good,Good,46,Good
2670,2021-04-29,4,Thursday,False,19.6,3.8,12.1,0.0,0.0,7.2,0.4,19.4,0.058,16.0,6.8,Good,Good,Moderate,Good,Good,61,Moderate
2671,2021-04-30,4,Friday,False,25.6,7.1,16.2,0.0,0.0,7.0,0.4,18.3,0.054,17.0,7.2,Good,Good,Good,Good,Good,50,Good
2672,2021-05-01,5,Saturday,False,26.2,10.8,18.2,0.0,0.0,18.2,0.5,20.0,0.046,23.0,7.7,Good,Good,Good,Good,Good,43,Good
2673,2021-05-02,5,Sunday,False,15.3,7.4,11.6,1.0,0.0,16.3,0.3,4.8,0.049,24.0,7.6,Good,Good,Good,Good,Good,45,Good
2674,2021-05-03,5,Monday,False,15.2,4.8,9.9,0.4,0.0,14.3,0.4,11.4,0.044,28.0,5.3,Good,Good,Good,Good,Good,41,Good
2675,2021-05-04,5,Tuesday,False,17.5,3.8,11.2,0.0,0.0,11.8,0.2,17.0,0.052,19.0,5.3,Good,Good,Good,Good,Good,48,Good
2676,2021-05-05,5,Wednesday,False,18.6,5.4,12.0,0.0,0.0,9.6,0.2,13.6,0.059,20.0,6.8,Good,Good,Moderate,Good,Good,64,Moderate
2677,2021-05-06,5,Thursday,False,26.9,5.7,16.7,0.0,0.0,12.1,0.2,16.6,0.056,17.0,6.1,Good,Good,Moderate,Good,Good,54,Moderate
2678,2021-05-07,5,Friday,False,25.9,11.8,18.6,0.5,0.0,25.8,0.2,20.9,0.053,92.0,11.7,Good,Good,Good,Moderate,Good,69,Moderate
2679,2021-05-08,5,Saturday,False,12.9,6.8,10.3,0.0,0.0,15.0,0.1,4.2,0.053,21.0,3.0,Good,Good,Good,Good,Good,49,Good
2680,2021-05-09,5,Sunday,False,13.8,2.1,8.8,0.0,0.0,11.3,0.1,8.5,0.05,10.0,2.8,Good,Good,Good,Good,Good,46,Good
2681,2021-05-10,5,Monday,False,13.1,4.2,8.4,0.4,0.0,13.9,0.1,6.8,0.048,14.0,2.5,Good,Good,Good,Good,Good,44,Good
2682,2021-05-11,5,Tuesday,False,14.6,3.0,8.8,0.0,0.0,10.8,0.2,14.3,0.052,16.0,3.1,Good,Good,Good,Good,Good,48,Good
2683,2021-05-12,5,Wednesday,False,20.8,3.6,12.7,0.0,0.0,8.4,0.2,14.7,0.052,17.0,3.7,Good,Good,Good,Good,Good,48,Good
2684,2021-05-13,5,Thursday,False,25.1,8.0,16.7,0.0,0.0,10.1,0.3,16.1,0.061,29.0,7.1,Good,Good,Moderate,Good,Good,71,Moderate
2685,2021-05-14,5,Friday,False,25.9,11.3,18.5,0.0,0.0,12.7,0.3,10.3,0.054,53.0,8.8,Good,Good,Good,Good,Good,50,Good
2686,2021-05-15,5,Saturday,False,25.7,11.0,18.6,0.1,0.0,11.0,0.2,10.3,0.064,49.0,10.1,Good,Good,Moderate,Good,Good,80,Moderate
2687,2021-05-16,5,Sunday,False,22.9,9.9,16.1,3.7,0.0,15.1,0.2,5.7,0.055,23.0,5.2,Good,Good,Moderate,Good,Good,51,Moderate
2688,2021-05-17,5,Monday,False,20.9,8.2,14.8,0.6,0.0,8.9,0.2,10.0,0.051,23.0,5.4,Good,Good,Good,Good,Good,47,Good
2689,2021-05-18,5,Tuesday,False,24.2,9.3,17.3,0.2,0.0,11.3,0.2,12.9,0.055,27.0,5.6,Good,Good,Moderate,Good,Good,51,Moderate
2690,2021-05-19,5,Wednesday,False,26.9,10.8,19.6,0.1,0.0,18.2,0.3,8.6,0.056,34.0,7.9,Good,Good,Moderate,Good,Good,54,Moderate
2691,2021-05-20,5,Thursday,False,24.1,11.4,17.9,0.5,0.0,14.0,0.2,10.9,0.053,57.0,16.1,Good,Good,Good,Moderate,Moderate,59,Moderate
2692,2021-05-21,5,Friday,False,16.6,8.0,12.5,3.1,0.0,18.1,0.3,15.0,0.054,58.0,12.3,Good,Good,Good,Moderate,Moderate,52,Moderate
2693,2021-05-22,5,Saturday,False,17.6,2.7,11.2,0.9,0.14,15.8,0.2,11.1,0.058,31.0,7.1,Good,Good,Moderate,Good,Good,61,Moderate
2694,2021-05-23,5,Sunday,False,14.3,4.9,9.2,4.4,1.82,20.7,0.2,2.3,0.046,6.0,3.5,Good,Good,Good,Good,Good,43,Good
2695,2021-05-24,5,Monday,False,17.5,4.1,10.8,0.1,0.0,6.8,0.2,8.3,0.049,7.0,2.8,Good,Good,Good,Good,Good,45,Good
2696,2021-05-25,5,Tuesday,False,23.0,4.6,15.5,0.0,0.0,7.8,0.3,12.1,0.05,10.0,3.4,Good,Good,Good,Good,Good,46,Good
2697,2021-05-26,5,Wednesday,False,20.1,9.7,15.9,0.0,0.0,13.5,0.3,9.7,0.051,14.0,7.1,Good,Good,Good,Good,Good,47,Good
2698,2021-05-27,5,Thursday,False,25.1,6.8,16.8,0.0,0.0,7.3,0.3,19.9,0.053,15.0,6.3,Good,Good,Good,Good,Good,49,Good
2699,2021-05-28,5,Friday,False,26.6,10.7,19.3,0.0,0.0,16.1,0.3,9.0,0.06,21.0,6.3,Good,Good,Moderate,Good,Good,67,Moderate
2700,2021-05-29,5,Saturday,False,25.1,10.9,18.7,0.0,0.0,14.3,0.3,9.1,0.058,19.0,6.5,Good,Good,Moderate,Good,Good,61,Moderate
2701,2021-05-30,5,Sunday,False,24.9,11.3,18.5,0.0,0.0,14.1,0.3,7.0,0.058,16.0,5.6,Good,Good,Moderate,Good,Good,61,Moderate
2702,2021-05-31,5,Monday,False,26.0,10.8,19.5,0.1,0.0,12.2,0.3,9.1,0.059,15.0,5.3,Good,Good,Moderate,Good,Good,64,Moderate
2703,2021-06-01,6,Tuesday,False,28.2,12.3,21.3,0.0,0.0,12.7,0.3,10.3,0.062,23.0,7.2,Good,Good,Moderate,Good,Good,74,Moderate
2704,2021-06-02,6,Wednesday,False,30.2,13.9,22.9,0.0,0.0,10.7,0.3,9.9,0.069,25.0,7.3,Good,Good,Moderate,Good,Good,97,Moderate
2705,2021-06-03,6,Thursday,False,32.1,15.6,24.9,0.0,0.0,9.5,0.4,10.8,0.063,25.0,8.8,Good,Good,Moderate,Good,Good,77,Moderate
2706,2021-06-04,6,Friday,False,33.8,17.1,26.9,0.0,0.0,12.0,0.4,10.9,0.068,37.0,9.5,Good,Good,Moderate,Good,Good,93,Moderate
2707,2021-06-05,6,Saturday,False,32.5,16.9,26.2,0.0,0.0,14.0,0.4,7.4,0.051,45.0,11.3,Good,Good,Good,Good,Good,47,Good
2708,2021-06-06,6,Sunday,False,31.6,18.1,24.8,0.0,0.0,13.6,0.3,5.1,0.059,35.0,10.6,Good,Good,Moderate,Good,Good,64,Moderate
2709,2021-06-07,6,Monday,False,31.7,18.5,26.1,0.0,0.0,19.6,0.3,4.6,0.055,34.0,10.0,Good,Good,Moderate,Good,Good,51,Moderate
2710,2021-06-08,6,Tuesday,False,29.2,16.6,23.4,0.0,0.0,18.3,0.1,4.2,0.056,21.0,6.8,Good,Good,Moderate,Good,Good,54,Moderate
2711,2021-06-09,6,Wednesday,False,29.5,17.1,24.3,0.0,0.0,10.9,0.1,4.5,0.05,18.0,4.6,Good,Good,Good,Good,Good,46,Good
2712,2021-06-10,6,Thursday,False,23.3,10.9,19.6,0.0,0.0,21.2,0.1,4.9,0.052,61.0,6.9,Good,Good,Good,Moderate,Good,54,Moderate
2713,2021-06-11,6,Friday,True,25.7,6.5,17.2,0.0,0.0,8.3,0.2,13.0472,0.064,25.0,6.9,Good,Good,Moderate,Good,Good,80,Moderate
2714,2021-06-12,6,Saturday,False,31.2,11.7,22.8,0.0,0.0,8.0,0.2,9.8,0.058,29.0,6.7,Good,Good,Moderate,Good,Good,61,Moderate
2715,2021-06-13,6,Sunday,False,35.1,14.4,26.6,0.0,0.0,11.2,0.2,5.3,0.061,24.0,8.1,Good,Good,Moderate,Good,Good,71,Moderate
2716,2021-06-14,6,Monday,False,36.2,20.2,28.5,0.0,0.0,15.8,0.2,16.5,0.046,22.0,6.1,Good,Good,Good,Good,Good,43,Good
2717,2021-06-15,6,Tuesday,False,36.9,20.9,30.1,0.0,0.0,18.6,0.2,18.8,0.054,32.0,9.3,Good,Good,Good,Good,Good,50,Good
2718,2021-06-16,6,Wednesday,False,36.0,18.6,29.0,0.0,0.0,8.3,0.3,11.3,0.066,42.0,10.4,Good,Good,Moderate,Good,Good,87,Moderate
2719,2021-06-17,6,Thursday,False,35.1,19.5,28.4,0.0,0.0,11.5,0.3,13.9,0.08,46.0,11.6,Good,Good,Unhealthy for Sensitive Groups,Good,Good,132,Unhealthy for Sensitive Groups
2720,2021-06-18,6,Friday,False,35.4,22.0,29.2,0.0,0.0,16.9,0.3,20.6,0.066,43.0,10.7,Good,Good,Moderate,Good,Good,87,Moderate
2721,2021-06-19,6,Saturday,False,34.0,20.8,28.1,0.0,0.0,13.2,0.3,11.1,0.06,33.0,15.4,Good,Good,Moderate,Good,Moderate,67,Moderate
2722,2021-06-20,6,Sunday,False,32.9,18.8,26.6,0.0,0.0,13.3,0.3,6.4,0.052,26.0,10.6,Good,Good,Good,Good,Good,48,Good
2723,2021-06-21,6,Monday,False,33.6,16.6,26.3,0.0,0.0,9.8,0.2,13.5,0.067,29.0,10.8,Good,Good,Moderate,Good,Good,90,Moderate
2724,2021-06-22,6,Tuesday,False,34.2,20.3,27.9,0.0,0.0,17.6,0.2,12.0,0.06,28.0,8.9,Good,Good,Moderate,Good,Good,67,Moderate
2725,2021-06-23,6,Wednesday,False,32.2,19.9,27.1,0.3,0.0,12.1,0.2,5.6,0.056,23.0,4.7,Good,Good,Moderate,Good,Good,54,Moderate
2726,2021-06-24,6,Thursday,False,26.2,17.9,21.4,5.1,0.0,13.4,0.3,10.2,0.046,16.0,4.5,Good,Good,Good,Good,Good,43,Good
2727,2021-06-25,6,Friday,False,25.8,15.3,20.9,0.1,0.0,11.5,0.2,8.5,0.052,15.0,4.2,Good,Good,Good,Good,Good,48,Good
2728,2021-06-26,6,Saturday,False,28.6,14.6,22.2,0.1,0.0,14.3,0.2,7.4,0.058,14.0,4.5,Good,Good,Moderate,Good,Good,61,Moderate
2729,2021-06-27,6,Sunday,False,28.7,16.3,23.2,0.0,0.0,15.5,0.2,3.0,0.054,11.0,3.5,Good,Good,Good,Good,Good,50,Good
2730,2021-06-28,6,Monday,False,30.9,16.4,23.9,0.0,0.0,12.3,0.2,3.4,0.054,13.0,3.7,Good,Good,Good,Good,Good,50,Good
2731,2021-06-29,6,Tuesday,False,31.1,16.7,23.4,0.9,0.0,12.4,0.2,5.7,0.052,13.0,3.2,Good,Good,Good,Good,Good,48,Good
2732,2021-06-30,6,Wednesday,False,27.9,16.5,23.2,0.2,0.0,10.8,0.2,8.1,0.051,14.0,3.7,Good,Good,Good,Good,Good,47,Good
2733,2021-07-01,7,Thursday,False,30.8,15.5,24.3,0.0,0.0,8.3,0.4,9.3,0.053,19.0,5.4,Good,Good,Good,Good,Good,49,Good
2734,2021-07-02,7,Friday,False,31.6,18.9,25.5,0.0,0.0,12.2,0.4,14.5,0.055,24.0,8.3,Good,Good,Moderate,Good,Good,51,Moderate
2735,2021-07-03,7,Saturday,False,34.0,18.9,26.9,0.0,0.0,9.7,0.3,10.3,0.062,26.0,10.4,Good,Good,Moderate,Good,Good,74,Moderate
2736,2021-07-04,7,Sunday,False,35.4,18.6,28.0,0.0,0.0,13.3,0.3,9.3,0.058,26.0,9.3,Good,Good,Moderate,Good,Good,61,Moderate
2737,2021-07-05,7,Monday,True,31.5,22.0,26.6,0.0,0.0,13.9,0.3,8.2,0.059,25.0,8.731512605042017,Good,Good,Moderate,Good,Good,64,Moderate
2738,2021-07-06,7,Tuesday,True,34.3,18.9,27.2,0.0,0.0,13.4,0.3,10.0,0.066,25.0,8.731512605042017,Good,Good,Moderate,Good,Good,87,Moderate
2739,2021-07-07,7,Wednesday,True,37.0,19.7,29.0,0.0,0.0,10.2,0.3,13.1,0.061,28.0,8.731512605042017,Good,Good,Moderate,Good,Good,71,Moderate
2740,2021-07-08,7,Thursday,True,37.2,21.8,30.0,0.0,0.0,9.4,0.4,15.7,0.063,37.0,8.731512605042017,Good,Good,Moderate,Good,Good,77,Moderate
2741,2021-07-09,7,Friday,True,37.2,21.6,30.0,0.0,0.0,14.8,0.4,12.3,0.071,43.0,8.731512605042017,Good,Good,Unhealthy for Sensitive Groups,Good,Good,101,Unhealthy for Sensitive Groups
2742,2021-07-10,7,Saturday,True,36.7,19.3,28.6,0.0,0.0,18.8,0.5,13.6,0.077,50.0,8.731512605042017,Good,Good,Unhealthy for Sensitive Groups,Good,Good,122,Unhealthy for Sensitive Groups
2743,2021-07-11,7,Sunday,False,37.1,21.1,29.6,0.0,0.0,15.1,0.5,10.7,0.074,52.0,28.0,Good,Good,Unhealthy for Sensitive Groups,Good,Moderate,111,Unhealthy for Sensitive Groups
2744,2021-07-12,7,Monday,False,36.4,21.4,29.9,0.0,0.0,10.1,0.5,17.8,0.069,61.0,24.9,Good,Good,Moderate,Moderate,Moderate,97,Moderate
2745,2021-07-13,7,Tuesday,False,36.1,23.5,29.1,0.0,0.0,17.9,0.4,9.7,0.055,35.0,12.9,Good,Good,Moderate,Good,Moderate,53,Moderate
2746,2021-07-14,7,Wednesday,False,32.3,21.5,26.7,0.1,0.0,11.2,0.3,12.5,0.059,21.0,7.7,Good,Good,Moderate,Good,Good,64,Moderate
2747,2021-07-15,7,Thursday,False,33.1,19.4,26.3,0.2,0.0,11.9,0.3,13.1,0.063,31.0,8.8,Good,Good,Moderate,Good,Good,77,Moderate
2748,2021-07-16,7,Friday,False,33.5,18.4,26.5,0.0,0.0,12.5,0.4,24.9,0.065,45.0,11.1,Good,Good,Moderate,Good,Good,84,Moderate
2749,2021-07-17,7,Saturday,False,34.8,19.3,28.2,0.0,0.0,11.7,0.4,10.7,0.065,31.0,11.2,Good,Good,Moderate,Good,Good,84,Moderate
2750,2021-07-18,7,Sunday,False,36.4,20.7,29.6,0.0,0.0,12.1,0.4,8.6,0.067,27.0,9.3,Good,Good,Moderate,Good,Good,90,Moderate
2751,2021-07-19,7,Monday,False,31.9,21.7,28.2,1.9,0.0,9.4,0.4,15.1,0.058,27.0,7.4,Good,Good,Moderate,Good,Good,61,Moderate
2752,2021-07-20,7,Tuesday,False,31.7,20.6,26.5,0.2,0.0,9.7,0.4,7.8,0.059,10.0,4.0,Good,Good,Moderate,Good,Good,64,Moderate
2753,2021-07-21,7,Wednesday,False,33.2,20.6,27.6,0.0,0.0,10.8,0.3,8.0,0.059,17.0,6.0,Good,Good,Moderate,Good,Good,64,Moderate
2754,2021-07-22,7,Thursday,False,32.6,21.6,26.5,2.2,0.0,14.0,0.3,10.2,0.057,19.0,5.1,Good,Good,Moderate,Good,Good,58,Moderate
2755,2021-07-23,7,Friday,False,32.4,19.3,26.3,0.1,0.0,11.6,0.4,12.4,0.066,19.0,6.1,Good,Good,Moderate,Good,Good,87,Moderate
