DATE,CO,NO2,O3,PM10,PM25
2022-10-29,0.2,25.0,0.029,19.0,9.7
2022-10-30,0.2,20.2,0.036,20.0,12.3
2022-10-31,0.3,26.1,0.03,25.0,8.7
2022-11-01,0.3,23.7,0.042,15.0,3.0
2022-11-02,0.2,28.5,0.029,9.0,3.0
2022-11-03,0.1,18.2,0.032,8.0,5.2
2022-11-04,0.2,21.7,0.032,8.0,3.3
2022-11-05,0.1,9.3,0.036,3.0,0.9
2022-11-06,0.2,13.6,0.033,4.0,2.2
2022-11-07,0.2,16.4,0.03,17.0,2.7
2022-11-08,0.2,24.1,0.03,8.0,2.4
2022-11-09,0.2,6.9,0.039,3.0,0.7
2022-11-10,0.1,13.9,0.036,4.0,1.7
2022-11-11,0.3,27.3,0.03,15.0,6.0
2022-11-12,0.4,27.9,0.03,18.0,8.4
2022-11-13,0.4,26.5,0.03,16.0,9.7
2022-11-14,0.2,23.8,0.03,14.0,6.5
2022-11-15,0.3,29.3,0.029,19.0,8.3
2022-11-16,0.4,32.0,0.025,24.0,9.9
2022-11-17,0.4,29.7,0.027,25.0,8.8
2022-11-18,0.4,25.8,0.025,20.0,9.1
2022-11-19,0.4,29.1,0.027,24.0,14.1
2022-11-20,0.4,27.4,0.026,22.0,14.0
2022-11-21,0.4,36.6,0.022,34.0,13.3
2022-11-22,0.5,41.9,0.016,43.0,15.2
2022-11-23,0.5,34.7,0.03,30.0,9.7
2022-11-24,0.4,26.1,0.029,21.0,11.0
2022-11-25,0.4,28.9,0.025,18.0,8.8
2022-11-26,0.4,27.2,0.016,21.0,10.9
2022-11-27,0.4,21.5,0.038,10.0,7.7
2022-11-28,0.3,19.5,0.031,12.0,1.7
2022-11-29,0.3,16.8,0.033,6.0,1.4
2022-11-30,0.4,31.3,0.03,16.0,3.8
2022-12-01,0.4,31.9,0.038,16.0,3.4
2022-12-02,0.4,29.2,0.037,15.0,2.5
2022-12-03,0.7,35.2,0.02,22.0,8.3
2022-12-04,0.8,36.5,0.028,15.0,6.3
2022-12-05,0.4,17.3,0.031,4.0,2.8
2022-12-06,0.4,21.1,0.033,10.0,6.4
2022-12-07,0.5,29.7,0.02,22.0,14.6
2022-12-08,0.6,32.4,0.022,17.0,10.2
2022-12-09,0.6,28.5,0.032,16.0,6.3
2022-12-10,0.6,32.0,0.033,21.0,8.7
2022-12-11,0.6,15.2,0.039,4.0,1.3
2022-12-12,0.5,17.5,0.036,4.0,1.5
2022-12-13,0.5,19.6,0.023,7.0,4.9
2022-12-14,0.5,30.8,0.025,8.0,5.4
2022-12-15,0.3,25.4,0.027,10.0,
2022-12-16,0.2,36.0,0.025,14.0,9.8
2022-12-17,0.4,38.7,0.024,24.0,13.0
2022-12-18,0.4,37.7,0.024,25.0,16.2
2022-12-19,0.6,44.2,0.021,39.0,17.8
2022-12-20,0.8,47.3,0.008,48.0,17.1
2022-12-21,0.7,39.9,0.036,12.0,4.9
2022-12-22,0.4,42.4,0.028,30.0,6.1
2022-12-23,0.5,38.9,0.015,38.0,20.3
2022-12-24,700.0,36.7,0.01,47.0,33.4
2022-12-25,0.6,31.5,0.008,46.0,34.3
2022-12-26,0.7,31.3,0.009,38.0,26.1
2022-12-27,0.6,29.8,0.033,3.0,2.1
2022-12-28,300.0,26.1,0.029,3.0,1.1
2022-12-29,0.3,26.9,0.032,6.0,1.9
2022-12-30,0.4,14.2,0.038,2.0,1.3
2022-12-31,400.0,17.0,,3.0,2.1
