aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
31,152.7,2023-03-16:10,10.7,54.4,10.0,7.4,0.1,2023-03-16T04:00:00,2023-03-16T10:00:00,1678960800
33,152.7,2023-03-16:09,8.1,63.2,22.0,8.0,0.0,2023-03-16T03:00:00,2023-03-16T09:00:00,1678957200
32,152.7,2023-03-16:08,7.4,69.2,23.3,7.5,0.1,2023-03-16T02:00:00,2023-03-16T08:00:00,1678953600
59,152.7,2023-03-16:07,7.0,71.2,24.7,16.0,0.2,2023-03-16T01:00:00,2023-03-16T07:00:00,1678950000
50,152.7,2023-03-16:06,6.1,75.6,26.0,12.0,0.1,2023-03-16T00:00:00,2023-03-16T06:00:00,1678946400
36,152.7,2023-03-16:05,5.9,77.2,25.0,7.2,0.1,2023-03-15T23:00:00,2023-03-16T05:00:00,1678942800
42,190.8,2023-03-16:04,6.3,79.2,24.0,10.0,0.2,2023-03-15T22:00:00,2023-03-16T04:00:00,1678939200
38,190.8,2023-03-16:03,5.1,82.4,23.0,8.8,0.2,2023-03-15T21:00:00,2023-03-16T03:00:00,1678935600
37,190.8,2023-03-16:02,5.6,80.0,21.0,6.8,0.2,2023-03-15T20:00:00,2023-03-16T02:00:00,1678932000
36,152.7,2023-03-16:01,5.0,78.8,19.0,7.1,0.2,2023-03-15T19:00:00,2023-03-16T01:00:00,1678928400
36,114.5,2023-03-16:00,2.9,77.2,17.0,5.0,0.1,2023-03-15T18:00:00,2023-03-16T00:00:00,1678924800
34,114.5,2023-03-15:23,2.9,74.0,12.7,2.8,0.2,2023-03-15T17:00:00,2023-03-15T23:00:00,1678921200
61,152.7,2023-03-15:22,3.9,68.4,8.3,6.25,0.2,2023-03-15T16:00:00,2023-03-15T22:00:00,1678917600
31,114.5,2023-03-15:21,4.0,66.0,4.0,1.9,0.2,2023-03-15T15:00:00,2023-03-15T21:00:00,1678914000
29,114.5,2023-03-15:20,4.5,63.6,3.7,2.75,0.2,2023-03-15T14:00:00,2023-03-15T20:00:00,1678910400
28,152.7,2023-03-15:19,7.9,61.2,3.3,2.5,0.2,2023-03-15T13:00:00,2023-03-15T19:00:00,1678906800
28,114.5,2023-03-15:18,9.6,59.6,3.0,2.25,0.2,2023-03-15T12:00:00,2023-03-15T18:00:00,1678903200
26,57.3,2023-03-15:17,9.9,56.8,7.0,4.1,0.2,2023-03-15T11:00:00,2023-03-15T17:00:00,1678899600
23,114.5,2023-03-15:16,12.6,49.6,2.3,1.75,0.8,2023-03-15T10:00:00,2023-03-15T16:00:00,1678896000
22,190.8,2023-03-15:15,14.6,48.4,2.0,1.5,0.4,2023-03-15T09:00:00,2023-03-15T15:00:00,1678892400
26,190.8,2023-03-15:14,9.3,55.6,2.3,1.75,0.1,2023-03-15T08:00:00,2023-03-15T14:00:00,1678888800
25,152.7,2023-03-15:13,8.1,53.6,2.7,2.0,0.2,2023-03-15T07:00:00,2023-03-15T13:00:00,1678885200
29,152.7,2023-03-15:12,6.8,56.0,3.0,2.25,0.4,2023-03-15T06:00:00,2023-03-15T12:00:00,1678881600
27,114.5,2023-03-15:11,2.8,59.2,3.7,1.6,0.4,2023-03-15T05:00:00,2023-03-15T11:00:00,1678878000
27,114.5,2023-03-15:10,2.8,59.2,4.3,2.7,0.2,2023-03-15T04:00:00,2023-03-15T10:00:00,1678874400
28,114.5,2023-03-15:09,2.6,60.4,5.0,3.0,0.2,2023-03-15T03:00:00,2023-03-15T09:00:00,1678870800
30,114.5,2023-03-15:08,1.5,64.0,6.0,0.6,0.1,2023-03-15T02:00:00,2023-03-15T08:00:00,1678867200
29,114.5,2023-03-15:07,2.1,63.2,7.0,7.0,0.1,2023-03-15T01:00:00,2023-03-15T07:00:00,1678863600
30,114.5,2023-03-15:06,2.3,65.2,8.0,0.8,0.1,2023-03-15T00:00:00,2023-03-15T06:00:00,1678860000
76,114.5,2023-03-15:05,2.8,66.0,9.3,7.0,0.4,2023-03-14T23:00:00,2023-03-15T05:00:00,1678856400
31,114.5,2023-03-15:04,2.8,66.4,10.7,0.9,0.4,2023-03-14T22:00:00,2023-03-15T04:00:00,1678852800
32,114.5,2023-03-15:03,2.7,68.8,12.0,4.0,0.1,2023-03-14T21:00:00,2023-03-15T03:00:00,1678849200
31,114.5,2023-03-15:02,5.3,66.0,12.7,6.2,0.1,2023-03-14T20:00:00,2023-03-15T02:00:00,1678845600
32,114.5,2023-03-15:01,4.7,68.8,13.3,4.0,0.1,2023-03-14T19:00:00,2023-03-15T01:00:00,1678842000
32,152.7,2023-03-15:00,6.1,68.4,14.0,4.3,0.1,2023-03-14T18:00:00,2023-03-15T00:00:00,1678838400
33,152.7,2023-03-14:23,6.3,71.6,15.0,3.3,0.0,2023-03-14T17:00:00,2023-03-14T23:00:00,1678834800
35,114.5,2023-03-14:22,4.3,76.0,13.0,6.0,0.1,2023-03-14T16:00:00,2023-03-14T22:00:00,1678831200
38,152.7,2023-03-14:21,4.7,81.2,10.0,5.0,0.1,2023-03-14T15:00:00,2023-03-14T21:00:00,1678827600
39,152.7,2023-03-14:20,4.2,84.0,11.0,3.7,0.1,2023-03-14T14:00:00,2023-03-14T20:00:00,1678824000
38,152.7,2023-03-14:19,4.9,81.6,12.0,3.6,0.1,2023-03-14T13:00:00,2023-03-14T19:00:00,1678820400
36,152.7,2023-03-14:18,6.6,77.2,13.0,4.6,0.1,2023-03-14T12:00:00,2023-03-14T18:00:00,1678816800
33,114.5,2023-03-14:17,5.3,70.8,15.0,5.0,0.2,2023-03-14T11:00:00,2023-03-14T17:00:00,1678813200
30,190.8,2023-03-14:16,6.8,64.8,17.0,4.1,0.8,2023-03-14T10:00:00,2023-03-14T16:00:00,1678809600
46,229.0,2023-03-14:15,14.0,54.0,19.0,11.0,1.0,2023-03-14T09:00:00,2023-03-14T15:00:00,1678806000
23,267.2,2023-03-14:14,15.1,50.0,20.3,4.2,0.1,2023-03-14T08:00:00,2023-03-14T14:00:00,1678802400
22,229.0,2023-03-14:13,15.1,48.4,21.7,3.5,0.2,2023-03-14T07:00:00,2023-03-14T13:00:00,1678798800
25,152.7,2023-03-14:12,10.9,53.6,23.0,3.0,0.1,2023-03-14T06:00:00,2023-03-14T12:00:00,1678795200
26,171.8,2023-03-14:11,8.5,56.0,9.0,3.0,0.1,2023-03-14T05:00:00,2023-03-14T11:00:00,1678791600
26,114.5,2023-03-14:10,7.3,56.4,26.3,3.0,0.0,2023-03-14T04:00:00,2023-03-14T10:00:00,1678788000
27,114.5,2023-03-14:09,6.5,58.0,28.0,1.6,0.1,2023-03-14T03:00:00,2023-03-14T09:00:00,1678784400
27,114.5,2023-03-14:08,6.9,58.0,28.3,3.0,0.1,2023-03-14T02:00:00,2023-03-14T08:00:00,1678780800
26,152.7,2023-03-14:07,9.4,57.2,28.7,3.2,0.1,2023-03-14T01:00:00,2023-03-14T07:00:00,1678777200
27,190.8,2023-03-14:06,10.3,57.2,29.0,3.3,0.1,2023-03-14T00:00:00,2023-03-14T06:00:00,1678773600
27,152.7,2023-03-14:05,10.7,56.8,29.0,2.9,0.2,2023-03-13T23:00:00,2023-03-14T05:00:00,1678770000
28,152.7,2023-03-14:04,8.3,60.8,29.0,2.2,0.0,2023-03-13T22:00:00,2023-03-14T04:00:00,1678766400
27,152.7,2023-03-14:03,10.3,56.8,29.0,4.0,0.2,2023-03-13T21:00:00,2023-03-14T03:00:00,1678762800
28,114.5,2023-03-14:02,8.8,60.8,26.7,2.0,0.1,2023-03-13T20:00:00,2023-03-14T02:00:00,1678759200
33,114.5,2023-03-14:01,5.6,72.0,24.3,3.0,0.0,2023-03-13T19:00:00,2023-03-14T01:00:00,1678755600
36,114.5,2023-03-14:00,3.8,77.2,22.0,1.7,0.1,2023-03-13T18:00:00,2023-03-14T00:00:00,1678752000
37,114.5,2023-03-13:23,2.7,80.4,18.0,8.0,0.0,2023-03-13T17:00:00,2023-03-13T23:00:00,1678748400
37,152.7,2023-03-13:22,3.3,79.0,14.0,5.0,0.0,2023-03-13T16:00:00,2023-03-13T22:00:00,1678744800
35,76.3,2023-03-13:21,4.4,76.5,10.0,4.6,0.1,2023-03-13T15:00:00,2023-03-13T21:00:00,1678741200
36,76.3,2023-03-13:20,3.9,78.8,11.3,2.7,0.1,2023-03-13T14:00:00,2023-03-13T20:00:00,1678737600
35,114.5,2023-03-13:19,5.0,75.6,12.7,3.0,0.1,2023-03-13T13:00:00,2023-03-13T19:00:00,1678734000
32,114.5,2023-03-13:18,5.5,68.8,14.0,3.3,0.1,2023-03-13T12:00:00,2023-03-13T18:00:00,1678730400
29,229.0,2023-03-13:17,10.8,62.4,12.7,6.2,0.2,2023-03-13T11:00:00,2023-03-13T17:00:00,1678726800
37,267.2,2023-03-13:16,15.2,52.8,11.3,9.0,0.4,2023-03-13T10:00:00,2023-03-13T16:00:00,1678723200
32,305.3,2023-03-13:15,18.9,43.6,10.0,7.6,0.5,2023-03-13T09:00:00,2023-03-13T15:00:00,1678719600
33,458.0,2023-03-13:14,24.2,34.8,12.0,8.0,0.8,2023-03-13T08:00:00,2023-03-13T14:00:00,1678716000
41,687.0,2023-03-13:13,22.3,29.2,9.3,7.0,0.5,2023-03-13T07:00:00,2023-03-13T13:00:00,1678712400
38,419.8,2023-03-13:12,25.0,30.8,9.0,6.75,0.4,2023-03-13T06:00:00,2023-03-13T12:00:00,1678708800
37,286.3,2023-03-13:11,17.2,36.4,10.3,9.0,0.3,2023-03-13T05:00:00,2023-03-13T11:00:00,1678705200
48,229.0,2023-03-13:10,19.5,35.2,11.7,11.6,0.0,2023-03-13T04:00:00,2023-03-13T10:00:00,1678701600
54,267.2,2023-03-13:09,19.4,36.4,13.0,9.75,0.0,2023-03-13T03:00:00,2023-03-13T09:00:00,1678698000
60,229.0,2023-03-13:08,15.3,41.2,18.0,16.4,0.1,2023-03-13T02:00:00,2023-03-13T08:00:00,1678694400
58,343.5,2023-03-13:07,21.9,32.0,23.0,15.5,0.1,2023-03-13T01:00:00,2023-03-13T07:00:00,1678690800
57,381.7,2023-03-13:06,22.0,30.0,28.0,15.4,0.1,2023-03-13T00:00:00,2023-03-13T06:00:00,1678687200
60,381.7,2023-03-13:05,21.5,35.2,27.3,16.6,0.1,2023-03-12T23:00:00,2023-03-13T05:00:00,1678683600
61,458.0,2023-03-13:04,24.4,31.6,26.7,17.1,0.1,2023-03-12T22:00:00,2023-03-13T04:00:00,1678680000
57,267.2,2023-03-13:03,16.7,44.4,26.0,15.3,0.1,2023-03-12T21:00:00,2023-03-13T03:00:00,1678676400
67,190.8,2023-03-13:02,11.0,60.0,23.7,19.8,0.1,2023-03-12T20:00:00,2023-03-13T02:00:00,1678672800
69,152.7,2023-03-13:01,9.5,65.2,21.3,20.9,0.0,2023-03-12T19:00:00,2023-03-13T01:00:00,1678669200
66,152.7,2023-03-13:00,7.3,72.8,19.0,14.25,0.2,2023-03-12T18:00:00,2023-03-13T00:00:00,1678665600
68,152.7,2023-03-12:23,6.9,72.8,16.3,12.25,0.2,2023-03-12T17:00:00,2023-03-12T23:00:00,1678662000
65,190.8,2023-03-12:22,7.8,71.2,13.0,9.75,0.1,2023-03-12T16:00:00,2023-03-12T22:00:00,1678658400
56,229.0,2023-03-12:21,9.0,70.4,11.0,8.25,0.1,2023-03-12T15:00:00,2023-03-12T21:00:00,1678654800
54,229.0,2023-03-12:20,8.2,69.6,12.7,9.5,0.1,2023-03-12T14:00:00,2023-03-12T20:00:00,1678651200
61,229.0,2023-03-12:19,9.6,65.6,14.3,10.75,0.1,2023-03-12T13:00:00,2023-03-12T19:00:00,1678647600
70,229.0,2023-03-12:18,11.7,61.2,16.0,12.0,0.1,2023-03-12T12:00:00,2023-03-12T18:00:00,1678644000
79,229.0,2023-03-12:17,11.9,58.8,11.0,8.25,0.1,2023-03-12T11:00:00,2023-03-12T17:00:00,1678640400
82,229.0,2023-03-12:16,13.8,54.0,6.0,4.5,0.0,2023-03-12T10:00:00,2023-03-12T16:00:00,1678636800
66,190.8,2023-03-12:15,13.2,54.4,1.0,0.75,0.1,2023-03-12T09:00:00,2023-03-12T15:00:00,1678633200
65,190.8,2023-03-12:14,15.4,48.8,5.0,3.75,0.1,2023-03-12T08:00:00,2023-03-12T14:00:00,1678629600
45,190.8,2023-03-12:13,15.4,49.6,6.0,4.5,0.1,2023-03-12T07:00:00,2023-03-12T13:00:00,1678626000
26,229.0,2023-03-12:12,16.7,48.4,19.0,6.3,0.1,2023-03-12T06:00:00,2023-03-12T12:00:00,1678622400
27,190.8,2023-03-12:11,7.6,59.2,22.0,4.3,0.0,2023-03-12T05:00:00,2023-03-12T11:00:00,1678618800
46,152.7,2023-03-12:10,9.2,64.4,25.0,11.0,0.1,2023-03-12T04:00:00,2023-03-12T10:00:00,1678615200
28,190.8,2023-03-12:09,11.2,61.6,28.0,4.8,0.1,2023-03-12T03:00:00,2023-03-12T09:00:00,1678611600
44,343.5,2023-03-12:08,16.1,55.2,29.0,10.6,0.2,2023-03-12T01:00:00,2023-03-12T08:00:00,1678608000
43,343.5,2023-03-12:07,18.8,49.2,30.0,10.4,0.4,2023-03-12T00:00:00,2023-03-12T07:00:00,1678604400
29,343.5,2023-03-12:06,20.4,45.2,31.0,6.9,0.4,2023-03-11T23:00:00,2023-03-12T06:00:00,1678600800
31,305.3,2023-03-12:05,18.3,50.4,29.3,7.4,0.5,2023-03-11T22:00:00,2023-03-12T05:00:00,1678597200
26,343.5,2023-03-12:04,16.6,57.2,27.7,6.0,0.4,2023-03-11T21:00:00,2023-03-12T04:00:00,1678593600
40,305.3,2023-03-12:03,13.5,62.0,26.0,9.6,0.4,2023-03-11T20:00:00,2023-03-12T03:00:00,1678590000
37,229.0,2023-03-12:02,11.7,70.8,12.0,9.0,0.2,2023-03-11T19:00:00,2023-03-12T02:00:00,1678586400
38,190.8,2023-03-12:01,6.3,82.8,21.3,7.0,0.1,2023-03-11T18:00:00,2023-03-12T01:00:00,1678582800
41,152.7,2023-03-12:00,3.9,88.8,19.0,2.5,0.9,2023-03-11T17:00:00,2023-03-12T00:00:00,1678579200
43,114.5,2023-03-11:23,3.2,92.4,15.7,9.0,0.6,2023-03-11T16:00:00,2023-03-11T23:00:00,1678575600
43,114.5,2023-03-11:22,3.4,93.2,7.0,2.7,0.0,2023-03-11T15:00:00,2023-03-11T22:00:00,1678572000
44,152.7,2023-03-11:21,3.0,94.8,9.0,7.0,0.0,2023-03-11T14:00:00,2023-03-11T21:00:00,1678568400
43,190.8,2023-03-11:20,3.9,92.0,9.0,2.5,0.6,2023-03-11T13:00:00,2023-03-11T20:00:00,1678564800
41,229.0,2023-03-11:19,4.5,88.4,9.0,2.6,0.9,2023-03-11T12:00:00,2023-03-11T19:00:00,1678561200
39,229.0,2023-03-11:18,5.1,84.4,9.0,7.0,2.0,2023-03-11T11:00:00,2023-03-11T18:00:00,1678557600
38,229.0,2023-03-11:17,6.7,82.0,9.0,3.2,1.1,2023-03-11T10:00:00,2023-03-11T17:00:00,1678554000
33,343.5,2023-03-11:16,12.8,70.8,9.0,5.3,0.6,2023-03-11T09:00:00,2023-03-11T16:00:00,1678550400
26,381.7,2023-03-11:15,20.4,56.8,9.0,6.3,0.5,2023-03-11T08:00:00,2023-03-11T15:00:00,1678546800
27,534.3,2023-03-11:14,30.0,38.0,9.0,6.5,0.6,2023-03-11T07:00:00,2023-03-11T14:00:00,1678543200
31,496.2,2023-03-11:13,30.3,38.0,9.0,7.4,0.2,2023-03-11T06:00:00,2023-03-11T13:00:00,1678539600
30,419.8,2023-03-11:12,28.9,37.6,9.0,7.3,0.2,2023-03-11T05:00:00,2023-03-11T12:00:00,1678536000
32,400.8,2023-03-11:11,24.5,38.5,9.0,7.7,0.1,2023-03-11T04:00:00,2023-03-11T11:00:00,1678532400
37,343.5,2023-03-11:10,21.8,51.2,9.0,9.0,0.2,2023-03-11T03:00:00,2023-03-11T10:00:00,1678528800
29,267.2,2023-03-11:09,16.8,62.4,9.0,6.8,0.1,2023-03-11T02:00:00,2023-03-11T09:00:00,1678525200
30,305.3,2023-03-11:08,17.7,64.0,7.7,5.8,0.1,2023-03-11T01:00:00,2023-03-11T08:00:00,1678521600
35,267.2,2023-03-11:07,11.3,75.6,6.3,4.4,0.0,2023-03-11T00:00:00,2023-03-11T07:00:00,1678518000
50,190.8,2023-03-11:06,7.8,83.6,5.0,3.75,0.1,2023-03-10T23:00:00,2023-03-11T06:00:00,1678514400
41,190.8,2023-03-11:05,6.7,88.4,6.7,5.0,0.0,2023-03-10T22:00:00,2023-03-11T05:00:00,1678510800
40,152.7,2023-03-11:04,4.8,86.4,8.3,4.0,0.0,2023-03-10T21:00:00,2023-03-11T04:00:00,1678507200
34,152.7,2023-03-11:03,4.9,74.4,10.0,3.3,0.1,2023-03-10T20:00:00,2023-03-11T03:00:00,1678503600
31,114.5,2023-03-11:02,4.6,66.0,11.7,7.2,0.2,2023-03-10T19:00:00,2023-03-11T02:00:00,1678500000
72,114.5,2023-03-11:01,3.7,58.0,13.3,10.0,0.2,2023-03-10T18:00:00,2023-03-11T01:00:00,1678496400
64,152.7,2023-03-11:00,4.8,56.8,15.0,11.25,0.2,2023-03-10T17:00:00,2023-03-11T00:00:00,1678492800
40,152.7,2023-03-10:23,5.4,57.6,13.7,9.5,0.2,2023-03-10T16:00:00,2023-03-10T23:00:00,1678489200
27,114.5,2023-03-10:22,7.1,58.4,12.3,5.6,0.1,2023-03-10T15:00:00,2023-03-10T22:00:00,1678485600
28,152.7,2023-03-10:21,6.2,61.2,11.0,4.0,0.1,2023-03-10T14:00:00,2023-03-10T21:00:00,1678482000
29,152.7,2023-03-10:20,6.9,62.0,10.3,5.8,0.1,2023-03-10T13:00:00,2023-03-10T20:00:00,1678478400
54,152.7,2023-03-10:19,5.7,63.2,9.7,7.25,0.2,2023-03-10T12:00:00,2023-03-10T19:00:00,1678474800
30,114.5,2023-03-10:18,5.9,65.2,9.0,3.7,0.1,2023-03-10T11:00:00,2023-03-10T18:00:00,1678471200
50,114.5,2023-03-10:17,6.5,64.0,9.7,7.25,0.1,2023-03-10T10:00:00,2023-03-10T17:00:00,1678467600
32,152.7,2023-03-10:16,7.9,63.5,10.3,7.7,0.1,2023-03-10T09:00:00,2023-03-10T16:00:00,1678464000
33,76.3,2023-03-10:15,5.5,72.0,11.0,3.0,0.2,2023-03-10T08:00:00,2023-03-10T15:00:00,1678460400
35,114.5,2023-03-10:14,4.1,75.2,8.3,1.7,0.2,2023-03-10T07:00:00,2023-03-10T14:00:00,1678456800
34,114.5,2023-03-10:13,4.8,73.6,5.7,5.0,0.2,2023-03-10T06:00:00,2023-03-10T13:00:00,1678453200
36,76.3,2023-03-10:12,3.5,76.8,3.0,2.25,0.1,2023-03-10T05:00:00,2023-03-10T12:00:00,1678449600
38,76.3,2023-03-10:11,1.8,82.7,2.7,1.8,0.1,2023-03-10T04:00:00,2023-03-10T11:00:00,1678446000
37,76.3,2023-03-10:10,2.0,80.4,2.3,1.75,0.0,2023-03-10T03:00:00,2023-03-10T10:00:00,1678442400
36,76.3,2023-03-10:09,2.1,77.6,2.0,1.5,15.0,2023-03-10T02:00:00,2023-03-10T09:00:00,1678438800
37,76.3,2023-03-10:08,1.5,79.6,7.3,4.0,0.0,2023-03-10T01:00:00,2023-03-10T08:00:00,1678435200
36,114.5,2023-03-10:07,3.3,77.6,12.7,1.6,5.0,2023-03-10T00:00:00,2023-03-10T07:00:00,1678431600
34,152.7,2023-03-10:06,5.3,74.0,18.0,3.9,0.0,2023-03-09T23:00:00,2023-03-10T06:00:00,1678428000
49,305.3,2023-03-10:05,18.0,61.2,16.3,11.8,0.1,2023-03-09T22:00:00,2023-03-10T05:00:00,1678424400
58,419.8,2023-03-10:04,27.0,49.6,14.7,11.0,0.1,2023-03-09T21:00:00,2023-03-10T04:00:00,1678420800
42,381.7,2023-03-10:03,21.9,57.6,13.0,10.2,0.1,2023-03-09T20:00:00,2023-03-10T03:00:00,1678417200
50,343.5,2023-03-10:02,19.4,61.6,11.7,8.75,0.1,2023-03-09T19:00:00,2023-03-10T02:00:00,1678413600
34,267.2,2023-03-10:01,12.4,74.0,10.3,8.1,0.1,2023-03-09T18:00:00,2023-03-10T01:00:00,1678410000
46,190.8,2023-03-10:00,9.0,80.8,9.0,6.75,0.1,2023-03-09T17:00:00,2023-03-10T00:00:00,1678406400
41,152.7,2023-03-09:23,5.0,88.4,8.3,4.7,0.0,2023-03-09T16:00:00,2023-03-09T23:00:00,1678402800
41,114.5,2023-03-09:22,4.6,89.5,7.7,4.5,0.0,2023-03-09T15:00:00,2023-03-09T22:00:00,1678399200
42,190.8,2023-03-09:21,6.3,87.0,7.0,5.25,0.0,2023-03-09T14:00:00,2023-03-09T21:00:00,1678395600
39,190.8,2023-03-09:20,6.8,85.0,9.0,7.4,0.1,2023-03-09T13:00:00,2023-03-09T20:00:00,1678392000
50,190.8,2023-03-09:19,11.1,77.5,11.0,8.25,0.0,2023-03-09T12:00:00,2023-03-09T19:00:00,1678388400
50,267.2,2023-03-09:18,13.5,75.5,13.0,12.2,0.0,2023-03-09T11:00:00,2023-03-09T18:00:00,1678384800
49,267.2,2023-03-09:17,12.9,81.6,11.0,8.25,0.0,2023-03-09T10:00:00,2023-03-09T17:00:00,1678381200
54,229.0,2023-03-09:16,12.2,78.0,9.0,6.75,0.1,2023-03-09T09:00:00,2023-03-09T16:00:00,1678377600
39,343.5,2023-03-09:15,20.2,65.6,7.0,5.25,0.2,2023-03-09T08:00:00,2023-03-09T15:00:00,1678374000
46,458.0,2023-03-09:14,28.6,52.0,6.7,5.0,0.1,2023-03-09T07:00:00,2023-03-09T14:00:00,1678370400
56,305.3,2023-03-09:13,20.7,59.2,6.3,4.75,5.4,2023-03-09T06:00:00,2023-03-09T13:00:00,1678366800
39,152.7,2023-03-09:12,15.0,67.6,6.0,4.5,8.0,2023-03-09T05:00:00,2023-03-09T12:00:00,1678363200
48,152.7,2023-03-09:11,13.4,68.4,10.3,7.75,5.3,2023-03-09T04:00:00,2023-03-09T11:00:00,1678359600
59,114.5,2023-03-09:10,8.3,79.6,14.7,11.0,2.7,2023-03-09T03:00:00,2023-03-09T10:00:00,1678356000
38,76.3,2023-03-09:09,6.6,82.0,19.0,7.0,0.0,2023-03-09T02:00:00,2023-03-09T09:00:00,1678352400
54,76.3,2023-03-09:08,5.5,84.4,14.3,14.0,0.4,2023-03-09T01:00:00,2023-03-09T08:00:00,1678348800
37,152.7,2023-03-09:07,7.6,79.6,9.7,6.2,0.1,2023-03-09T00:00:00,2023-03-09T07:00:00,1678345200
54,152.7,2023-03-09:06,8.2,74.8,5.0,3.75,0.0,2023-03-08T23:00:00,2023-03-09T06:00:00,1678341600
36,152.7,2023-03-09:05,9.0,77.6,12.7,3.4,0.0,2023-03-08T22:00:00,2023-03-09T05:00:00,1678338000
59,267.2,2023-03-09:04,14.8,70.4,20.3,16.0,0.0,2023-03-08T21:00:00,2023-03-09T04:00:00,1678334400
37,152.7,2023-03-09:03,10.1,79.2,28.0,3.5,0.0,2023-03-08T20:00:00,2023-03-09T03:00:00,1678330800
38,152.7,2023-03-09:02,10.3,83.2,26.3,6.3,0.0,2023-03-08T19:00:00,2023-03-09T02:00:00,1678327200
39,229.0,2023-03-09:01,13.0,80.4,24.7,9.4,0.1,2023-03-08T18:00:00,2023-03-09T01:00:00,1678323600
42,152.7,2023-03-09:00,9.1,88.8,23.0,10.0,0.1,2023-03-08T17:00:00,2023-03-09T00:00:00,1678320000
42,190.8,2023-03-08:23,10.2,90.0,19.0,9.0,0.2,2023-03-08T16:00:00,2023-03-08T23:00:00,1678316400
48,152.7,2023-03-08:22,8.0,92.0,15.0,11.5,0.2,2023-03-08T15:00:00,2023-03-08T22:00:00,1678312800
56,152.7,2023-03-08:21,8.9,92.4,11.0,8.25,0.5,2023-03-08T14:00:00,2023-03-08T21:00:00,1678309200
55,152.7,2023-03-08:20,9.5,91.2,11.7,8.75,0.6,2023-03-08T13:00:00,2023-03-08T20:00:00,1678305600
61,190.8,2023-03-08:19,10.8,92.4,12.3,9.25,0.1,2023-03-08T12:00:00,2023-03-08T19:00:00,1678302000
62,267.2,2023-03-08:18,16.6,78.0,13.0,9.75,0.2,2023-03-08T11:00:00,2023-03-08T18:00:00,1678298400
61,343.5,2023-03-08:17,17.6,69.5,11.3,8.5,0.5,2023-03-08T10:00:00,2023-03-08T17:00:00,1678294800
72,381.7,2023-03-08:16,21.6,63.0,9.7,7.25,0.4,2023-03-08T09:00:00,2023-03-08T16:00:00,1678291200
80,381.7,2023-03-08:15,24.9,62.4,8.0,6.0,0.4,2023-03-08T08:00:00,2023-03-08T15:00:00,1678287600
89,496.2,2023-03-08:14,31.2,54.4,10.3,7.75,0.6,2023-03-08T07:00:00,2023-03-08T14:00:00,1678284000
88,458.0,2023-03-08:13,32.9,50.0,12.7,9.5,0.4,2023-03-08T06:00:00,2023-03-08T13:00:00,1678280400
82,305.3,2023-03-08:12,32.6,44.0,15.0,11.25,0.0,2023-03-08T05:00:00,2023-03-08T12:00:00,1678276800
72,305.3,2023-03-08:11,27.4,48.8,16.3,12.25,0.0,2023-03-08T04:00:00,2023-03-08T11:00:00,1678273200
57,190.8,2023-03-08:10,17.8,67.2,17.7,15.2,0.0,2023-03-08T03:00:00,2023-03-08T10:00:00,1678269600
50,190.8,2023-03-08:09,16.1,68.4,19.0,12.0,3.0,2023-03-08T02:00:00,2023-03-08T09:00:00,1678266000
52,229.0,2023-03-08:08,19.8,61.2,20.3,12.9,0.0,2023-03-08T01:00:00,2023-03-08T08:00:00,1678262400
50,343.5,2023-03-08:07,27.6,51.6,21.7,11.9,0.0,2023-03-08T00:00:00,2023-03-08T07:00:00,1678258800
45,343.5,2023-03-08:06,26.6,50.8,23.0,10.8,0.0,2023-03-07T23:00:00,2023-03-08T06:00:00,1678255200
42,305.3,2023-03-08:05,18.8,64.4,24.0,10.2,0.0,2023-03-07T22:00:00,2023-03-08T05:00:00,1678251600
37,267.2,2023-03-08:04,19.5,66.8,25.0,8.9,0.0,2023-03-07T21:00:00,2023-03-08T04:00:00,1678248000
46,267.2,2023-03-08:03,22.2,62.8,26.0,11.1,0.1,2023-03-07T20:00:00,2023-03-08T03:00:00,1678244400
46,190.8,2023-03-08:02,17.6,74.0,24.0,11.0,0.1,2023-03-07T19:00:00,2023-03-08T02:00:00,1678240800
61,190.8,2023-03-08:01,14.4,81.6,22.0,17.0,0.0,2023-03-07T18:00:00,2023-03-08T01:00:00,1678237200
45,152.7,2023-03-08:00,9.2,91.2,20.0,10.8,5.0,2023-03-07T17:00:00,2023-03-08T00:00:00,1678233600
52,152.7,2023-03-07:23,7.9,93.6,15.3,12.8,3.3,2023-03-07T16:00:00,2023-03-07T23:00:00,1678230000
58,152.7,2023-03-07:22,8.4,92.4,10.7,8.0,0.1,2023-03-07T15:00:00,2023-03-07T22:00:00,1678226400
61,152.7,2023-03-07:21,6.8,92.0,6.0,4.5,0.0,2023-03-07T14:00:00,2023-03-07T21:00:00,1678222800
60,229.0,2023-03-07:20,8.0,91.2,6.0,4.5,0.1,2023-03-07T13:00:00,2023-03-07T20:00:00,1678219200
59,190.8,2023-03-07:19,9.2,86.4,6.0,4.5,0.2,2023-03-07T12:00:00,2023-03-07T19:00:00,1678215600
58,229.0,2023-03-07:18,11.8,81.6,6.0,4.5,0.1,2023-03-07T11:00:00,2023-03-07T18:00:00,1678212000
63,267.2,2023-03-07:17,16.1,71.6,7.7,5.75,0.1,2023-03-07T10:00:00,2023-03-07T17:00:00,1678208400
60,305.3,2023-03-07:16,18.4,66.0,9.3,7.0,0.2,2023-03-07T09:00:00,2023-03-07T16:00:00,1678204800
