aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
42,111.0,2023-10-18:11,6.7,82.0,12.0,10.0,9.7,2023-10-18T05:00:00,2023-10-18T11:00:00,1697626800
38,115.0,2023-10-18:10,7.3,82.0,9.0,9.0,9.3,2023-10-18T04:00:00,2023-10-18T10:00:00,1697623200
38,119.0,2023-10-18:09,8.0,82.0,13.0,8.0,9.0,2023-10-18T03:00:00,2023-10-18T09:00:00,1697619600
42,119.0,2023-10-18:08,8.0,83.0,11.0,10.0,8.0,2023-10-18T02:00:00,2023-10-18T08:00:00,1697616000
46,119.0,2023-10-18:07,8.0,84.0,13.0,11.0,7.0,2023-10-18T01:00:00,2023-10-18T07:00:00,1697612400
46,119.0,2023-10-18:06,8.0,85.0,9.0,6.75,6.0,2023-10-18T00:00:00,2023-10-18T06:00:00,1697608800
50,116.7,2023-10-18:05,7.3,86.0,20.0,12.0,5.3,2023-10-17T23:00:00,2023-10-18T05:00:00,1697605200
54,114.3,2023-10-18:04,6.7,87.0,17.0,14.0,4.7,2023-10-17T22:00:00,2023-10-18T04:00:00,1697601600
52,112.0,2023-10-18:03,6.0,88.0,32.0,13.0,4.0,2023-10-17T21:00:00,2023-10-18T03:00:00,1697598000
52,104.3,2023-10-18:02,4.7,90.7,28.0,13.0,3.7,2023-10-17T20:00:00,2023-10-18T02:00:00,1697594400
76,96.7,2023-10-18:01,3.3,93.3,39.0,24.0,3.3,2023-10-17T19:00:00,2023-10-18T01:00:00,1697590800
54,89.0,2023-10-18:00,2.0,96.0,41.0,14.0,3.0,2023-10-17T18:00:00,2023-10-18T00:00:00,1697587200
45,86.3,2023-10-17:23,1.3,97.7,28.0,8.0,2.7,2023-10-17T17:00:00,2023-10-17T23:00:00,1697583600
46,83.7,2023-10-17:22,0.7,99.3,26.0,7.0,2.3,2023-10-17T16:00:00,2023-10-17T22:00:00,1697580000
47,81.0,2023-10-17:21,0.0,101.0,36.0,10.0,2.0,2023-10-17T15:00:00,2023-10-17T21:00:00,1697576400
50,81.7,2023-10-17:20,0.3,100.7,44.0,12.0,2.3,2023-10-17T14:00:00,2023-10-17T20:00:00,1697572800
59,82.3,2023-10-17:19,0.7,100.3,44.0,16.0,2.7,2023-10-17T13:00:00,2023-10-17T19:00:00,1697569200
52,83.0,2023-10-17:18,1.0,100.0,52.0,13.0,3.0,2023-10-17T12:00:00,2023-10-17T18:00:00,1697565600
39,91.0,2023-10-17:17,2.7,85.0,40.0,7.0,4.3,2023-10-17T11:00:00,2023-10-17T17:00:00,1697562000
65,99.0,2023-10-17:16,4.3,70.0,35.0,19.0,5.7,2023-10-17T10:00:00,2023-10-17T16:00:00,1697558400
56,107.0,2023-10-17:15,6.0,55.0,24.0,15.0,7.0,2023-10-17T09:00:00,2023-10-17T15:00:00,1697554800
63,1145.0,2023-10-17:14,5.7,56.0,80.0,18.0,6.7,2023-10-17T08:00:00,2023-10-17T14:00:00,1697551200
86,99.7,2023-10-17:13,5.3,57.0,125.0,14.0,6.3,2023-10-17T07:00:00,2023-10-17T13:00:00,1697547600
46,96.0,2023-10-17:12,5.0,58.0,5.0,3.75,6.0,2023-10-17T06:00:00,2023-10-17T12:00:00,1697544000
37,100.3,2023-10-17:11,5.3,58.0,16.0,9.0,5.3,2023-10-17T05:00:00,2023-10-17T11:00:00,1697540400
37,104.7,2023-10-17:10,5.7,58.0,22.0,9.0,4.7,2023-10-17T04:00:00,2023-10-17T10:00:00,1697536800
42,109.0,2023-10-17:09,6.0,58.0,13.0,10.0,4.0,2023-10-17T03:00:00,2023-10-17T09:00:00,1697533200
42,114.7,2023-10-17:08,7.0,59.7,18.0,10.0,4.0,2023-10-17T02:00:00,2023-10-17T08:00:00,1697529600
50,120.3,2023-10-17:07,8.0,61.3,11.0,8.25,4.0,2023-10-17T01:00:00,2023-10-17T07:00:00,1697526000
54,126.0,2023-10-17:06,9.0,63.0,10.0,7.5,4.0,2023-10-17T00:00:00,2023-10-17T06:00:00,1697522400
56,127.3,2023-10-17:05,9.0,66.0,13.0,9.75,4.0,2023-10-16T23:00:00,2023-10-17T05:00:00,1697518800
56,128.7,2023-10-17:04,9.0,69.0,15.0,15.0,4.0,2023-10-16T22:00:00,2023-10-17T04:00:00,1697515200
59,130.0,2023-10-17:03,9.0,72.0,14.0,10.5,4.0,2023-10-16T21:00:00,2023-10-17T03:00:00,1697511600
52,119.0,2023-10-17:02,6.7,78.3,18.0,13.0,4.0,2023-10-16T20:00:00,2023-10-17T02:00:00,1697508000
56,108.0,2023-10-17:01,4.3,84.7,43.0,15.0,4.0,2023-10-16T19:00:00,2023-10-17T01:00:00,1697504400
52,97.0,2023-10-17:00,2.0,91.0,50.0,13.0,4.0,2023-10-16T18:00:00,2023-10-17T00:00:00,1697500800
52,90.3,2023-10-16:23,1.7,95.3,57.7,12.33,4.0,2023-10-16T17:00:00,2023-10-16T23:00:00,1697497200
60,83.7,2023-10-16:22,1.3,99.7,74.0,10.0,4.0,2023-10-16T16:00:00,2023-10-16T22:00:00,1697493600
60,77.0,2023-10-16:21,1.0,104.0,73.0,11.0,4.0,2023-10-16T15:00:00,2023-10-16T21:00:00,1697490000
50,77.3,2023-10-16:20,1.0,100.3,46.0,12.0,3.7,2023-10-16T14:00:00,2023-10-16T20:00:00,1697486400
46,77.7,2023-10-16:19,1.0,96.7,42.0,11.0,3.3,2023-10-16T13:00:00,2023-10-16T19:00:00,1697482800
43,78.0,2023-10-16:18,1.0,93.0,36.0,10.0,3.0,2023-10-16T12:00:00,2023-10-16T18:00:00,1697479200
56,83.3,2023-10-16:17,1.7,83.0,33.0,15.0,2.7,2023-10-16T11:00:00,2023-10-16T17:00:00,1697475600
54,88.7,2023-10-16:16,2.3,73.0,32.0,14.0,2.3,2023-10-16T10:00:00,2023-10-16T16:00:00,1697472000
42,94.0,2023-10-16:15,3.0,63.0,23.0,10.0,2.0,2023-10-16T09:00:00,2023-10-16T15:00:00,1697468400
59,1145.0,2023-10-16:14,3.0,62.7,23.7,16.0,2.0,2023-10-16T08:00:00,2023-10-16T14:00:00,1697464800
54,84.7,2023-10-16:13,3.0,62.3,24.3,14.0,2.0,2023-10-16T07:00:00,2023-10-16T13:00:00,1697461200
42,80.0,2023-10-16:12,3.0,62.0,25.0,10.0,2.0,2023-10-16T06:00:00,2023-10-16T12:00:00,1697457600
37,84.7,2023-10-16:11,3.3,60.7,10.0,9.0,2.3,2023-10-16T05:00:00,2023-10-16T11:00:00,1697454000
33,89.3,2023-10-16:10,3.7,59.3,13.0,8.0,2.7,2023-10-16T04:00:00,2023-10-16T10:00:00,1697450400
37,94.0,2023-10-16:09,4.0,58.0,7.0,5.25,3.0,2023-10-16T03:00:00,2023-10-16T09:00:00,1697446800
33,99.3,2023-10-16:08,5.0,58.3,9.0,8.0,3.0,2023-10-16T02:00:00,2023-10-16T08:00:00,1697443200
37,104.7,2023-10-16:07,6.0,58.7,8.3,6.25,3.0,2023-10-16T01:00:00,2023-10-16T07:00:00,1697439600
46,110.0,2023-10-16:06,7.0,59.0,9.0,6.75,3.0,2023-10-16T00:00:00,2023-10-16T06:00:00,1697436000
46,112.0,2023-10-16:05,7.3,62.7,9.0,6.75,3.3,2023-10-15T23:00:00,2023-10-16T05:00:00,1697432400
67,114.0,2023-10-16:04,7.7,66.3,9.0,6.75,3.7,2023-10-15T22:00:00,2023-10-16T04:00:00,1697428800
61,116.0,2023-10-16:03,8.0,70.0,9.0,6.75,4.0,2023-10-15T21:00:00,2023-10-16T03:00:00,1697425200
54,106.0,2023-10-16:02,6.0,76.0,7.7,5.75,4.0,2023-10-15T20:00:00,2023-10-16T02:00:00,1697421600
98,96.0,2023-10-16:01,4.0,82.0,6.3,4.75,4.0,2023-10-15T19:00:00,2023-10-16T01:00:00,1697418000
104,86.0,2023-10-16:00,2.0,88.0,5.0,3.75,4.0,2023-10-15T18:00:00,2023-10-16T00:00:00,1697414400
43,80.7,2023-10-15:23,1.3,92.0,23.0,8.0,3.7,2023-10-15T17:00:00,2023-10-15T23:00:00,1697410800
44,75.3,2023-10-15:22,0.7,96.0,11.0,5.0,3.3,2023-10-15T16:00:00,2023-10-15T22:00:00,1697407200
46,70.0,2023-10-15:21,0.0,100.0,8.0,5.0,3.0,2023-10-15T15:00:00,2023-10-15T21:00:00,1697403600
46,70.7,2023-10-15:20,0.3,99.0,8.0,5.0,3.3,2023-10-15T14:00:00,2023-10-15T20:00:00,1697400000
45,71.3,2023-10-15:19,0.7,98.0,8.0,5.0,3.7,2023-10-15T13:00:00,2023-10-15T19:00:00,1697396400
54,72.0,2023-10-15:18,1.0,97.0,8.0,6.0,4.0,2023-10-15T12:00:00,2023-10-15T18:00:00,1697392800
39,82.0,2023-10-15:17,2.0,84.7,19.0,5.0,4.0,2023-10-15T11:00:00,2023-10-15T17:00:00,1697389200
33,92.0,2023-10-15:16,3.0,72.3,9.3,6.0,4.0,2023-10-15T10:00:00,2023-10-15T16:00:00,1697385600
29,102.0,2023-10-15:15,4.0,60.0,10.0,7.0,4.0,2023-10-15T09:00:00,2023-10-15T15:00:00,1697382000
29,98.3,2023-10-15:14,4.0,59.7,9.7,7.0,4.0,2023-10-15T08:00:00,2023-10-15T14:00:00,1697378400
27,94.7,2023-10-15:13,4.0,59.3,6.0,6.0,4.0,2023-10-15T07:00:00,2023-10-15T13:00:00,1697374800
29,91.0,2023-10-15:12,4.0,59.0,9.0,7.0,4.0,2023-10-15T06:00:00,2023-10-15T12:00:00,1697371200
33,95.3,2023-10-15:11,4.7,58.3,9.3,8.0,4.0,2023-10-15T05:00:00,2023-10-15T11:00:00,1697367600
33,99.7,2023-10-15:10,5.3,57.7,15.0,8.0,4.0,2023-10-15T04:00:00,2023-10-15T10:00:00,1697364000
33,104.0,2023-10-15:09,6.0,57.0,10.0,8.0,4.0,2023-10-15T03:00:00,2023-10-15T09:00:00,1697360400
37,108.3,2023-10-15:08,6.7,59.0,10.3,9.0,4.0,2023-10-15T02:00:00,2023-10-15T08:00:00,1697356800
42,112.7,2023-10-15:07,7.3,61.0,6.0,4.5,4.0,2023-10-15T01:00:00,2023-10-15T07:00:00,1697353200
54,117.0,2023-10-15:06,8.0,63.0,11.0,8.25,4.0,2023-10-15T00:00:00,2023-10-15T06:00:00,1697349600
56,116.0,2023-10-15:05,8.0,68.0,11.0,8.25,4.0,2023-10-14T23:00:00,2023-10-15T05:00:00,1697346000
56,115.0,2023-10-15:04,8.0,73.0,11.0,8.25,4.0,2023-10-14T22:00:00,2023-10-15T04:00:00,1697342400
67,114.0,2023-10-15:03,8.0,78.0,11.0,8.25,4.0,2023-10-14T21:00:00,2023-10-15T03:00:00,1697338800
61,103.7,2023-10-15:02,5.7,83.7,4.0,3.0,4.3,2023-10-14T20:00:00,2023-10-15T02:00:00,1697335200
74,93.3,2023-10-15:01,3.3,89.3,14.3,10.75,4.7,2023-10-14T19:00:00,2023-10-15T01:00:00,1697331600
46,83.0,2023-10-15:00,1.0,95.0,16.0,11.0,5.0,2023-10-14T18:00:00,2023-10-15T00:00:00,1697328000
45,78.7,2023-10-14:23,0.7,96.7,12.0,8.67,4.7,2023-10-14T17:00:00,2023-10-14T23:00:00,1697324400
45,74.3,2023-10-14:22,0.3,98.3,10.0,3.0,4.3,2023-10-14T16:00:00,2023-10-14T22:00:00,1697320800
46,70.0,2023-10-14:21,0.0,100.0,4.0,4.0,4.0,2023-10-14T15:00:00,2023-10-14T21:00:00,1697317200
45,72.0,2023-10-14:20,0.3,96.3,11.0,5.0,4.3,2023-10-14T14:00:00,2023-10-14T20:00:00,1697313600
43,74.0,2023-10-14:19,0.7,92.7,18.0,6.0,4.7,2023-10-14T13:00:00,2023-10-14T19:00:00,1697310000
41,76.0,2023-10-14:18,1.0,89.0,21.0,6.0,5.0,2023-10-14T12:00:00,2023-10-14T18:00:00,1697306400
37,82.3,2023-10-14:17,1.7,79.7,5.0,3.75,4.0,2023-10-14T11:00:00,2023-10-14T17:00:00,1697302800
46,88.7,2023-10-14:16,2.3,70.3,17.0,11.0,3.0,2023-10-14T10:00:00,2023-10-14T16:00:00,1697299200
28,95.0,2023-10-14:15,3.0,61.0,12.0,6.0,2.0,2023-10-14T09:00:00,2023-10-14T15:00:00,1697295600
29,91.7,2023-10-14:14,3.0,59.3,6.0,4.5,1.7,2023-10-14T08:00:00,2023-10-14T14:00:00,1697292000
37,88.3,2023-10-14:13,3.0,57.7,4.0,3.0,1.3,2023-10-14T07:00:00,2023-10-14T13:00:00,1697288400
26,85.0,2023-10-14:12,3.0,56.0,7.0,5.0,1.0,2023-10-14T06:00:00,2023-10-14T12:00:00,1697284800
26,87.0,2023-10-14:11,3.0,57.0,1.0,0.75,1.0,2023-10-14T05:00:00,2023-10-14T11:00:00,1697281200
27,89.0,2023-10-14:10,3.0,58.0,3.0,2.25,1.0,2023-10-14T04:00:00,2023-10-14T10:00:00,1697277600
37,91.0,2023-10-14:09,3.0,59.0,11.0,9.0,1.0,2023-10-14T03:00:00,2023-10-14T09:00:00,1697274000
37,92.7,2023-10-14:08,3.3,61.0,7.0,5.25,1.0,2023-10-14T02:00:00,2023-10-14T08:00:00,1697270400
33,94.3,2023-10-14:07,3.7,63.0,10.3,8.0,1.0,2023-10-14T01:00:00,2023-10-14T07:00:00,1697266800
37,96.0,2023-10-14:06,4.0,65.0,10.0,9.0,1.0,2023-10-14T00:00:00,2023-10-14T06:00:00,1697263200
56,95.7,2023-10-14:05,4.0,68.7,10.0,7.5,1.3,2023-10-13T23:00:00,2023-10-14T05:00:00,1697259600
33,95.3,2023-10-14:04,4.0,72.3,10.0,7.0,1.7,2023-10-13T22:00:00,2023-10-14T04:00:00,1697256000
35,95.0,2023-10-14:03,4.0,76.0,10.0,7.0,2.0,2023-10-13T21:00:00,2023-10-14T03:00:00,1697252400
38,88.0,2023-10-14:02,3.0,81.3,11.0,7.0,2.3,2023-10-13T20:00:00,2023-10-14T02:00:00,1697248800
50,81.0,2023-10-14:01,2.0,86.7,12.0,12.0,2.7,2023-10-13T19:00:00,2023-10-14T01:00:00,1697245200
50,74.0,2023-10-14:00,1.0,92.0,13.0,12.0,3.0,2023-10-13T18:00:00,2023-10-14T00:00:00,1697241600
43,75.3,2023-10-13:23,0.7,92.3,9.7,3.0,3.0,2023-10-13T17:00:00,2023-10-13T23:00:00,1697238000
43,76.7,2023-10-13:22,0.3,92.7,9.0,3.0,3.0,2023-10-13T16:00:00,2023-10-13T22:00:00,1697234400
43,78.0,2023-10-13:21,0.0,93.0,3.0,2.25,3.0,2023-10-13T15:00:00,2023-10-13T21:00:00,1697230800
42,79.0,2023-10-13:20,0.0,91.7,2.7,2.0,3.0,2023-10-13T14:00:00,2023-10-13T20:00:00,1697227200
74,80.0,2023-10-13:19,0.0,90.3,21.0,15.75,3.0,2023-10-13T13:00:00,2023-10-13T19:00:00,1697223600
46,81.0,2023-10-13:18,0.0,89.0,2.0,1.5,3.0,2023-10-13T12:00:00,2023-10-13T18:00:00,1697220000
42,84.7,2023-10-13:17,0.7,78.0,2.3,1.75,2.7,2023-10-13T11:00:00,2023-10-13T17:00:00,1697216400
42,88.3,2023-10-13:16,1.3,67.0,2.7,2.0,2.3,2023-10-13T10:00:00,2023-10-13T16:00:00,1697212800
54,92.0,2023-10-13:15,2.0,56.0,3.0,2.25,2.0,2023-10-13T09:00:00,2023-10-13T15:00:00,1697209200
54,90.3,2023-10-13:14,2.0,56.7,3.0,2.25,2.3,2023-10-13T08:00:00,2023-10-13T14:00:00,1697205600
54,88.7,2023-10-13:13,2.0,57.3,3.0,2.25,2.7,2023-10-13T07:00:00,2023-10-13T13:00:00,1697202000
42,87.0,2023-10-13:12,2.0,58.0,3.0,2.25,3.0,2023-10-13T06:00:00,2023-10-13T12:00:00,1697198400
54,87.7,2023-10-13:11,2.3,58.3,3.3,2.5,3.0,2023-10-13T05:00:00,2023-10-13T11:00:00,1697194800
29,88.3,2023-10-13:10,2.7,58.7,4.0,3.0,3.0,2023-10-13T04:00:00,2023-10-13T10:00:00,1697191200
27,89.0,2023-10-13:09,3.0,59.0,4.0,3.0,3.0,2023-10-13T03:00:00,2023-10-13T09:00:00,1697187600
37,91.0,2023-10-13:08,3.3,58.7,7.0,5.25,3.3,2023-10-13T02:00:00,2023-10-13T08:00:00,1697184000
37,93.0,2023-10-13:07,3.7,58.3,5.3,4.0,3.7,2023-10-13T01:00:00,2023-10-13T07:00:00,1697180400
37,95.0,2023-10-13:06,4.0,58.0,6.0,4.5,4.0,2023-10-13T00:00:00,2023-10-13T06:00:00,1697176800
52,93.7,2023-10-13:05,3.7,59.3,6.0,4.5,4.0,2023-10-12T23:00:00,2023-10-13T05:00:00,1697173200
33,92.3,2023-10-13:04,3.3,60.7,12.0,8.0,4.0,2023-10-12T22:00:00,2023-10-13T04:00:00,1697169600
29,91.0,2023-10-13:03,3.0,62.0,6.0,6.0,4.0,2023-10-12T21:00:00,2023-10-13T03:00:00,1697166000
30,89.3,2023-10-13:02,2.7,64.0,5.3,4.0,4.0,2023-10-12T20:00:00,2023-10-13T02:00:00,1697162400
31,87.7,2023-10-13:01,2.3,66.0,4.7,3.5,4.0,2023-10-12T19:00:00,2023-10-13T01:00:00,1697158800
31,86.0,2023-10-13:00,2.0,68.0,4.0,3.0,4.0,2023-10-12T18:00:00,2023-10-13T00:00:00,1697155200
31,86.0,2023-10-12:23,1.7,67.7,5.3,4.67,4.0,2023-10-12T17:00:00,2023-10-12T23:00:00,1697151600
50,86.0,2023-10-12:22,1.3,67.3,7.0,5.25,4.0,2023-10-12T16:00:00,2023-10-12T22:00:00,1697148000
31,86.0,2023-10-12:21,1.0,67.0,8.0,4.0,4.0,2023-10-12T15:00:00,2023-10-12T21:00:00,1697144400
37,85.7,2023-10-12:20,1.0,66.7,6.0,4.5,4.0,2023-10-12T14:00:00,2023-10-12T20:00:00,1697140800
31,85.3,2023-10-12:19,1.0,66.3,4.0,3.0,4.0,2023-10-12T13:00:00,2023-10-12T19:00:00,1697137200
31,85.0,2023-10-12:18,1.0,66.0,2.0,1.5,4.0,2023-10-12T12:00:00,2023-10-12T18:00:00,1697133600
31,85.0,2023-10-12:17,1.3,66.7,2.7,2.0,5.3,2023-10-12T11:00:00,2023-10-12T17:00:00,1697130000
31,85.0,2023-10-12:16,1.7,67.3,3.3,2.5,6.7,2023-10-12T10:00:00,2023-10-12T16:00:00,1697126400
31,85.0,2023-10-12:15,2.0,68.0,4.0,3.0,8.0,2023-10-12T09:00:00,2023-10-12T15:00:00,1697122800
32,85.0,2023-10-12:14,2.0,68.3,5.3,4.0,10.7,2023-10-12T08:00:00,2023-10-12T14:00:00,1697119200
32,85.0,2023-10-12:13,2.0,68.7,6.7,5.0,13.3,2023-10-12T07:00:00,2023-10-12T13:00:00,1697115600
32,85.0,2023-10-12:12,2.0,69.0,8.0,3.0,16.0,2023-10-12T06:00:00,2023-10-12T12:00:00,1697112000
46,85.0,2023-10-12:11,2.0,70.0,7.0,5.25,17.3,2023-10-12T05:00:00,2023-10-12T11:00:00,1697108400
33,85.0,2023-10-12:10,2.0,71.0,6.0,4.5,18.7,2023-10-12T04:00:00,2023-10-12T10:00:00,1697104800
33,85.0,2023-10-12:09,2.0,72.0,5.0,3.0,20.0,2023-10-12T03:00:00,2023-10-12T09:00:00,1697101200
33,86.0,2023-10-12:08,2.3,70.7,5.3,2.0,16.0,2023-10-12T02:00:00,2023-10-12T08:00:00,1697097600
46,87.0,2023-10-12:07,2.7,69.3,5.7,4.25,12.0,2023-10-12T01:00:00,2023-10-12T07:00:00,1697094000
31,88.0,2023-10-12:06,3.0,68.0,6.0,2.0,8.0,2023-10-12T00:00:00,2023-10-12T06:00:00,1697090400
69,87.3,2023-10-12:05,3.0,68.3,2.0,1.5,6.3,2023-10-11T23:00:00,2023-10-12T05:00:00,1697086800
32,86.7,2023-10-12:04,3.0,68.7,2.0,2.0,4.7,2023-10-11T22:00:00,2023-10-12T04:00:00,1697083200
65,86.0,2023-10-12:03,3.0,69.0,6.0,4.5,3.0,2023-10-11T21:00:00,2023-10-12T03:00:00,1697079600
33,85.7,2023-10-12:02,2.7,71.7,2.0,1.5,3.0,2023-10-11T20:00:00,2023-10-12T02:00:00,1697076000
34,85.3,2023-10-12:01,2.3,74.3,8.7,2.0,3.0,2023-10-11T19:00:00,2023-10-12T01:00:00,1697072400
36,85.0,2023-10-12:00,2.0,77.0,10.0,4.0,3.0,2023-10-11T18:00:00,2023-10-12T00:00:00,1697068800
37,81.3,2023-10-11:23,1.7,79.0,7.3,3.0,2.7,2023-10-11T17:00:00,2023-10-11T23:00:00,1697065200
37,77.7,2023-10-11:22,1.3,81.0,5.0,3.75,2.3,2023-10-11T16:00:00,2023-10-11T22:00:00,1697061600
38,74.0,2023-10-11:21,1.0,83.0,2.0,1.5,2.0,2023-10-11T15:00:00,2023-10-11T21:00:00,1697058000
39,73.0,2023-10-11:20,1.0,84.0,3.0,3.0,2.7,2023-10-11T14:00:00,2023-10-11T20:00:00,1697054400
39,72.0,2023-10-11:19,1.0,85.0,10.7,3.0,3.3,2023-10-11T13:00:00,2023-10-11T19:00:00,1697050800
40,71.0,2023-10-11:18,1.0,86.0,15.0,4.0,4.0,2023-10-11T12:00:00,2023-10-11T18:00:00,1697047200
56,76.3,2023-10-11:17,2.3,78.3,15.3,15.0,4.0,2023-10-11T11:00:00,2023-10-11T17:00:00,1697043600
33,81.7,2023-10-11:16,3.7,70.7,15.7,7.0,4.0,2023-10-11T10:00:00,2023-10-11T16:00:00,1697040000
74,87.0,2023-10-11:15,5.0,63.0,16.0,12.0,4.0,2023-10-11T09:00:00,2023-10-11T15:00:00,1697036400
31,82.0,2023-10-11:14,4.3,67.3,13.0,3.0,3.7,2023-10-11T08:00:00,2023-10-11T14:00:00,1697032800
33,77.0,2023-10-11:13,3.7,71.7,10.0,7.0,3.3,2023-10-11T07:00:00,2023-10-11T13:00:00,1697029200
35,72.0,2023-10-11:12,3.0,76.0,7.0,5.0,3.0,2023-10-11T06:00:00,2023-10-11T12:00:00,1697025600
35,73.3,2023-10-11:11,3.3,76.0,18.0,5.0,2.7,2023-10-11T05:00:00,2023-10-11T11:00:00,1697022000
35,74.7,2023-10-11:10,3.7,76.0,9.0,6.0,2.3,2023-10-11T04:00:00,2023-10-11T10:00:00,1697018400
35,76.0,2023-10-11:09,4.0,76.0,10.0,5.0,2.0,2023-10-11T03:00:00,2023-10-11T09:00:00,1697014800
35,78.0,2023-10-11:08,4.3,75.0,9.0,8.0,2.0,2023-10-11T02:00:00,2023-10-11T08:00:00,1697011200
34,80.0,2023-10-11:07,4.7,74.0,8.0,7.0,2.0,2023-10-11T01:00:00,2023-10-11T07:00:00,1697007600
34,82.0,2023-10-11:06,5.0,73.0,7.0,5.25,2.0,2023-10-11T00:00:00,2023-10-11T06:00:00,1697004000
36,79.3,2023-10-11:05,4.3,77.7,8.0,7.0,2.0,2023-10-10T23:00:00,2023-10-11T05:00:00,1697000400
38,76.7,2023-10-11:04,3.7,82.3,9.0,8.0,2.0,2023-10-10T22:00:00,2023-10-11T04:00:00,1696996800
42,74.0,2023-10-11:03,3.0,87.0,10.0,10.0,2.0,2023-10-10T21:00:00,2023-10-11T03:00:00,1696993200
42,69.7,2023-10-11:02,2.3,90.3,17.0,8.0,2.0,2023-10-10T20:00:00,2023-10-11T02:00:00,1696989600
100,65.3,2023-10-11:01,1.7,93.7,24.0,18.0,2.0,2023-10-10T19:00:00,2023-10-11T01:00:00,1696986000
52,61.0,2023-10-11:00,1.0,97.0,31.0,13.0,2.0,2023-10-10T18:00:00,2023-10-11T00:00:00,1696982400
50,61.3,2023-10-10:23,0.7,98.0,25.0,12.0,2.3,2023-10-10T17:00:00,2023-10-10T23:00:00,1696978800
46,61.7,2023-10-10:22,0.3,99.0,28.0,9.0,2.7,2023-10-10T16:00:00,2023-10-10T22:00:00,1696975200
46,62.0,2023-10-10:21,0.0,100.0,13.0,10.0,3.0,2023-10-10T15:00:00,2023-10-10T21:00:00,1696971600
54,64.7,2023-10-10:20,0.3,100.7,12.0,9.0,3.7,2023-10-10T14:00:00,2023-10-10T20:00:00,1696968000
47,67.3,2023-10-10:19,0.7,101.3,11.0,9.0,4.3,2023-10-10T13:00:00,2023-10-10T19:00:00,1696964400
47,70.0,2023-10-10:18,1.0,102.0,10.0,10.0,5.0,2023-10-10T12:00:00,2023-10-10T18:00:00,1696960800
46,79.3,2023-10-10:17,2.3,86.0,18.3,11.0,4.7,2023-10-10T11:00:00,2023-10-10T17:00:00,1696957200
33,88.7,2023-10-10:16,3.7,70.0,26.7,8.0,4.3,2023-10-10T10:00:00,2023-10-10T16:00:00,1696953600
42,98.0,2023-10-10:15,5.0,54.0,35.0,10.0,4.0,2023-10-10T09:00:00,2023-10-10T15:00:00,1696950000
46,94.7,2023-10-10:14,5.0,54.3,24.7,11.0,3.7,2023-10-10T08:00:00,2023-10-10T14:00:00,1696946400
33,91.3,2023-10-10:13,5.0,54.7,14.3,8.0,3.3,2023-10-10T07:00:00,2023-10-10T13:00:00,1696942800
29,88.0,2023-10-10:12,5.0,55.0,4.0,3.0,3.0,2023-10-10T06:00:00,2023-10-10T12:00:00,1696939200
29,92.0,2023-10-10:11,5.3,54.3,4.0,3.0,3.0,2023-10-10T05:00:00,2023-10-10T11:00:00,1696935600
25,96.0,2023-10-10:10,5.7,53.7,18.0,5.0,3.0,2023-10-10T04:00:00,2023-10-10T10:00:00,1696932000
25,100.0,2023-10-10:09,6.0,53.0,4.0,3.0,3.0,2023-10-10T03:00:00,2023-10-10T09:00:00,1696928400
25,104.0,2023-10-10:08,6.7,53.7,4.3,4.0,3.0,2023-10-10T02:00:00,2023-10-10T08:00:00,1696924800
25,108.0,2023-10-10:07,7.3,54.3,4.7,3.5,3.0,2023-10-10T01:00:00,2023-10-10T07:00:00,1696921200
25,112.0,2023-10-10:06,8.0,55.0,5.0,3.75,3.0,2023-10-10T00:00:00,2023-10-10T06:00:00,1696917600
29,111.3,2023-10-10:05,8.0,59.3,4.3,3.25,2.7,2023-10-09T23:00:00,2023-10-10T05:00:00,1696914000
33,110.7,2023-10-10:04,8.0,63.7,3.7,2.75,2.3,2023-10-09T22:00:00,2023-10-10T04:00:00,1696910400
31,110.0,2023-10-10:03,8.0,68.0,3.0,2.25,2.0,2023-10-09T21:00:00,2023-10-10T03:00:00,1696906800
34,99.3,2023-10-10:02,6.0,73.0,21.7,8.0,1.7,2023-10-09T20:00:00,2023-10-10T02:00:00,1696903200
63,88.7,2023-10-10:01,4.0,78.0,40.3,18.0,1.3,2023-10-09T19:00:00,2023-10-10T01:00:00,1696899600
59,78.0,2023-10-10:00,2.0,83.0,59.0,16.0,1.0,2023-10-09T18:00:00,2023-10-10T00:00:00,1696896000
56,74.3,2023-10-09:23,1.3,86.7,25.0,15.0,1.0,2023-10-09T17:00:00,2023-10-09T23:00:00,1696892400
42,70.7,2023-10-09:22,0.7,90.3,36.0,6.0,1.0,2023-10-09T16:00:00,2023-10-09T22:00:00,1696888800
43,67.0,2023-10-09:21,0.0,94.0,22.0,7.0,1.0,2023-10-09T15:00:00,2023-10-09T21:00:00,1696885200
43,68.0,2023-10-09:20,0.0,92.7,17.3,7.0,1.0,2023-10-09T14:00:00,2023-10-09T20:00:00,1696881600
42,69.0,2023-10-09:19,0.0,91.3,12.7,8.0,1.0,2023-10-09T13:00:00,2023-10-09T19:00:00,1696878000
42,70.0,2023-10-09:18,0.0,90.0,8.0,6.0,1.0,2023-10-09T12:00:00,2023-10-09T18:00:00,1696874400
39,84.7,2023-10-09:17,1.7,85.3,9.0,7.0,2.3,2023-10-09T11:00:00,2023-10-09T17:00:00,1696870800
