DATE,Month,Day,NA_Correction,MaxTemp,MinTemp,MeanTemp,RainPrecip,SnowPrecip,Wind,CO,NO2,O3,PM10,PM25,CO_LEVEL,NO2_LEVEL,O3_LEVEL,PM10_LEVEL,PM25_LEVEL,AQI,AQI_LEVEL,Year,DailyNumFines,NumPaidFines,TotalFineAmount,AvgPaidFine,Fri,Mon,Sat,Sun,Thurs,Tues,Wed,Term,Enrollment,FullTime,Holiday,Exam
2014-01-06,1,Monday,False,-3.3,-17.6,-10.5,0.0,0.0,6.8,1.8,47.0,0.022,47.0,13.7,Good,Good,Good,Good,Moderate,54,Moderate,2014.0,23.0,17.0,386.0,22.705882352941178,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-07,1,Tuesday,False,1.1,-11.6,-4.7,0.0,0.21,5.9,1.9,47.0,0.007,66.0,21.0,Good,Good,Good,Moderate,Moderate,70,Moderate,2014.0,52.0,46.0,1238.0,26.91304347826087,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-01-08,1,Wednesday,False,0.9,-2.6,-0.5,0.0,2.66,7.9,0.8,48.0,0.003,53.0,33.9,Good,Good,Good,Good,Moderate,97,Moderate,2014.0,13.0,8.0,216.0,27.0,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-01-09,1,Thursday,False,0.1,-10.3,-4.4,0.0,3.92,8.9,0.7,42.0,0.021,46.0,18.0,Good,Good,Good,Good,Moderate,63,Moderate,2014.0,3.0,3.0,350.0,116.66666666666669,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-01-10,1,Friday,False,3.1,-4.1,-0.5,0.0,0.91,7.0,1.0,46.0,0.021,38.0,7.9,Good,Good,Good,Good,Good,43,Good,2014.0,16.0,11.0,221.0,20.09090909090909,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-11,1,Saturday,False,6.9,-3.5,2.2,0.2,0.0,13.2,1.0,40.0,0.036,51.0,9.1,Good,Good,Good,Good,Good,47,Good,2014.0,2.0,1.0,13.0,13.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-01-12,1,Sunday,False,5.5,-4.3,-0.9,3.8,2.8,11.8,0.6,31.0,0.038,21.0,2.5,Good,Good,Good,Good,Good,35,Good,2014.0,50.0,44.0,1607.0,36.52272727272727,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-01-13,1,Monday,False,2.7,-3.0,-1.1,0.0,0.42,8.3,0.5,49.0,0.025,41.0,5.4,Good,Good,Good,Good,Good,46,Good,2014.0,49.0,38.0,826.0,21.73684210526316,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-14,1,Tuesday,False,2.9,-6.3,-2.2,0.0,0.0,7.0,1.2,46.0,0.024,62.0,13.2,Good,Good,Good,Moderate,Moderate,54,Moderate,2014.0,35.0,31.0,580.0,18.70967741935484,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-01-15,1,Wednesday,False,2.5,-9.1,-3.6,0.0,0.0,6.6,1.0,54.0,0.02,75.0,17.7,Good,Moderate,Good,Moderate,Moderate,63,Moderate,2014.0,53.0,42.0,837.0,19.928571428571427,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-01-16,1,Thursday,False,2.8,-9.7,-3.6,0.0,0.0,5.4,1.0,48.0,0.018,62.0,20.5,Good,Good,Good,Moderate,Moderate,69,Moderate,2014.0,30.0,22.0,465.0,21.13636363636364,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-01-17,1,Friday,False,3.3,-10.1,-3.3,0.0,0.0,5.2,0.9,58.0,0.016,66.0,24.3,Good,Moderate,Good,Moderate,Moderate,77,Moderate,2014.0,67.0,44.0,1007.0,22.88636363636364,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-18,1,Saturday,False,4.1,-10.1,-2.7,0.0,0.0,4.1,0.9,48.0,0.023,75.0,23.6,Good,Good,Good,Moderate,Moderate,75,Moderate,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-01-19,1,Sunday,False,6.1,-11.1,-2.2,0.0,0.0,6.5,0.9,46.0,0.024,52.0,23.4,Good,Good,Good,Good,Moderate,75,Moderate,2014.0,23.0,21.0,512.0,24.38095238095238,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-01-20,1,Monday,False,5.4,-7.5,-1.5,0.0,0.0,6.6,0.8,52.0,0.017,86.0,25.5,Good,Good,Good,Moderate,Moderate,79,Moderate,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-21,1,Tuesday,False,5.5,-13.9,-3.7,0.0,0.0,5.2,0.8,81.0,0.016,80.0,30.0,Good,Moderate,Good,Moderate,Moderate,89,Moderate,2014.0,32.0,28.0,678.0,24.214285714285715,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-01-22,1,Wednesday,False,4.0,-9.2,-2.3,0.0,0.0,9.0,0.9,88.0,0.014,81.0,34.9,Good,Moderate,Good,Moderate,Moderate,99,Moderate,2014.0,69.0,51.0,1135.0,22.254901960784316,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-01-23,1,Thursday,False,3.4,-9.5,-3.2,0.0,0.0,6.5,1.1,78.0,0.021,97.0,43.2,Good,Moderate,Good,Moderate,Unhealthy for Sensitive Groups,120,Unhealthy for Sensitive Groups,2014.0,66.0,58.0,1223.0,21.08620689655172,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-01-24,1,Friday,False,2.8,-15.3,-5.4,0.0,0.0,3.9,0.7,53.0,0.025,65.0,17.9,Good,Good,Good,Moderate,Moderate,63,Moderate,2014.0,25.0,20.0,366.0,18.3,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-25,1,Saturday,False,3.2,-9.9,-2.9,0.0,0.0,4.4,0.8,50.0,0.026,64.0,19.1,Good,Good,Good,Moderate,Moderate,66,Moderate,2014.0,3.0,2.0,100.0,50.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-01-26,1,Sunday,False,3.8,-8.1,-1.7,0.0,0.0,5.4,0.9,51.0,0.031,46.0,17.3,Good,Good,Good,Good,Moderate,62,Moderate,2014.0,88.0,75.0,2872.0,38.29333333333334,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-01-27,1,Monday,False,4.8,-6.6,-0.4,0.0,0.0,9.4,0.8,54.0,0.016,68.0,21.0,Good,Moderate,Good,Moderate,Moderate,70,Moderate,2014.0,46.0,29.0,712.0,24.55172413793104,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-01-28,1,Tuesday,False,3.3,-5.5,-0.6,0.0,0.0,5.5,0.8,52.0,0.029,58.0,25.9,Good,Good,Good,Moderate,Moderate,80,Moderate,2014.0,80.0,68.0,1520.0,22.352941176470587,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-01-29,1,Wednesday,False,5.1,-3.6,0.7,5.2,1.68,13.1,0.9,52.0,0.032,47.0,11.5,Good,Good,Good,Good,Good,49,Good,2014.0,79.0,73.0,1656.0,22.684931506849317,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-01-30,1,Thursday,False,1.2,-0.5,0.6,2.9,3.64,8.1,0.9,36.0,0.028,21.0,5.4,Good,Good,Good,Good,Good,34,Good,2014.0,45.0,34.0,934.0,27.47058823529412,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-01-31,1,Friday,False,0.1,-4.5,-2.1,0.0,0.49,10.6,0.3,31.0,0.026,27.0,10.8,Good,Good,Good,Good,Good,45,Good,2014.0,97.0,80.0,1840.0,23.0,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-01,2,Saturday,False,-1.8,-8.0,-4.6,0.0,0.63,9.4,0.3,32.0,0.035,24.0,9.3,Good,Good,Good,Good,Good,39,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-02-02,2,Sunday,False,-1.0,-16.0,-7.6,0.0,0.0,10.4,0.3,25.0,0.038,19.0,5.2,Good,Good,Good,Good,Good,35,Good,2014.0,70.0,62.0,2193.0,35.37096774193548,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-02-03,2,Monday,False,-0.0,-14.1,-6.5,0.0,0.21,10.9,0.7,39.0,0.033,36.0,6.4,Good,Good,Good,Good,Good,37,Good,2014.0,43.0,39.0,885.0,22.692307692307693,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-04,2,Tuesday,False,-3.5,-8.8,-5.6,0.0,2.45,9.5,0.3,38.0,0.034,20.0,5.1,Good,Good,Good,Good,Good,36,Good,2014.0,55.0,42.0,935.0,22.261904761904763,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-02-05,2,Wednesday,False,-1.7,-15.7,-8.4,0.0,0.0,11.2,0.5,45.0,0.026,44.0,8.7,Good,Good,Good,Good,Good,42,Good,2014.0,35.0,28.0,657.0,23.464285714285715,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-02-06,2,Thursday,False,-0.0,-12.4,-5.5,0.0,0.35,9.4,0.6,37.0,0.032,48.0,10.0,Good,Good,Good,Good,Good,44,Good,2014.0,57.0,42.0,930.0,22.142857142857142,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-02-07,2,Friday,False,1.0,-4.8,-1.7,0.2,2.31,15.9,0.3,30.0,0.04,25.0,5.5,Good,Good,Good,Good,Good,37,Good,2014.0,19.0,14.0,290.0,20.714285714285715,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-08,2,Saturday,False,3.8,-1.4,1.1,8.0,1.47,15.1,0.3,20.0,0.039,16.0,3.3,Good,Good,Good,Good,Good,36,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-02-09,2,Sunday,False,3.7,1.4,2.5,7.4,0.42,10.9,0.6,28.0,0.032,17.0,3.5,Good,Good,Good,Good,Good,30,Good,2014.0,7.0,7.0,190.0,27.142857142857142,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-02-10,2,Monday,False,2.6,-2.4,1.0,3.2,4.2,8.2,0.7,36.0,0.025,22.0,8.3,Good,Good,Good,Good,Good,35,Good,2014.0,42.0,36.0,720.0,20.0,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-11,2,Tuesday,False,4.1,-6.8,-1.2,0.0,0.0,8.8,0.9,48.0,0.03,55.0,7.2,Good,Good,Good,Moderate,Good,51,Moderate,2014.0,48.0,28.0,756.0,27.0,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-02-12,2,Wednesday,False,4.7,-3.3,1.1,2.7,1.54,12.0,1.0,42.0,0.021,56.0,7.3,Good,Good,Good,Moderate,Good,51,Moderate,2014.0,36.0,29.0,572.0,19.724137931034484,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-02-13,2,Thursday,False,9.3,3.9,6.0,2.7,0.0,8.4,1.0,35.0,0.022,47.0,4.8,Good,Good,Good,Good,Good,44,Good,2014.0,16.0,10.0,345.0,34.5,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-02-14,2,Friday,False,9.7,3.2,6.5,1.6,0.0,9.8,1.4,35.0,0.009,54.0,7.3,Good,Good,Good,Good,Good,50,Good,2014.0,27.0,21.0,468.0,22.285714285714285,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-15,2,Saturday,False,12.9,3.8,9.2,0.0,0.0,12.2,1.4,31.0,0.005,66.0,7.2,Good,Good,Good,Moderate,Good,56,Moderate,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-02-16,2,Sunday,False,9.5,1.1,5.1,2.4,0.0,18.1,1.1,30.0,0.037,48.0,2.5,Good,Good,Good,Good,Good,44,Good,2014.0,8.0,8.0,515.0,64.375,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-02-17,2,Monday,False,11.4,-6.4,2.9,0.0,0.0,15.5,1.1,40.0,0.022,57.0,6.3,Good,Good,Good,Moderate,Good,52,Moderate,2014.0,1.0,1.0,10.0,10.0,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-18,2,Tuesday,False,8.7,0.3,4.6,0.0,0.0,9.9,1.0,45.0,0.035,51.0,5.5,Good,Good,Good,Good,Good,47,Good,2014.0,43.0,39.0,785.0,20.128205128205128,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-02-19,2,Wednesday,False,6.7,-3.1,0.2,1.3,0.49,22.3,0.8,40.0,0.04,42.0,2.6,Good,Good,Good,Good,Good,39,Good,2014.0,43.0,33.0,768.0,23.272727272727277,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-02-20,2,Thursday,False,2.5,-4.8,-0.7,0.0,0.0,11.1,0.4,39.0,0.041,32.0,1.2,Good,Good,Good,Good,Good,38,Good,2014.0,32.0,22.0,535.0,24.318181818181817,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-02-21,2,Friday,False,6.7,-2.1,1.9,0.0,0.0,10.9,0.9,42.0,0.041,47.0,4.0,Good,Good,Good,Good,Good,44,Good,2014.0,33.0,28.0,610.0,21.785714285714285,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-22,2,Saturday,False,6.5,-2.8,2.4,0.0,0.0,12.2,0.8,41.0,0.039,39.0,3.6,Good,Good,Good,Good,Good,39,Good,2014.0,29.0,27.0,486.0,18.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-02-23,2,Sunday,False,10.3,-2.3,3.9,0.0,0.0,10.1,0.9,36.0,0.042,35.0,2.9,Good,Good,Good,Good,Good,39,Good,2014.0,91.0,83.0,3214.0,38.72289156626506,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-02-24,2,Monday,False,11.8,-1.2,5.2,0.0,0.0,8.1,0.8,44.0,0.043,67.0,3.8,Good,Good,Good,Moderate,Good,57,Moderate,2014.0,40.0,39.0,921.0,23.615384615384617,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-02-25,2,Tuesday,False,12.4,-1.7,5.6,0.0,0.0,7.2,0.9,64.0,0.037,43.0,4.7,Good,Moderate,Good,Good,Good,62,Moderate,2014.0,29.0,18.0,440.0,24.444444444444443,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-02-26,2,Wednesday,False,12.6,-0.8,6.0,0.0,0.0,8.1,0.8,35.0,0.034,35.0,3.4,Good,Good,Good,Good,Good,33,Good,2014.0,43.0,36.0,883.0,24.52777777777778,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-02-27,2,Thursday,False,6.1,0.1,3.3,10.2,0.0,16.9,0.7,35.0,0.03,31.0,3.3,Good,Good,Good,Good,Good,33,Good,2014.0,22.0,17.0,528.0,31.058823529411764,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-02-28,2,Friday,False,6.2,-1.6,2.7,1.5,0.0,19.7,0.9,45.0,0.031,45.0,4.5,Good,Good,Good,Good,Good,42,Good,2014.0,44.0,36.0,820.0,22.77777777777778,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-01,3,Saturday,False,8.2,0.9,4.1,6.9,0.0,19.1,0.8,29.0,0.045,23.0,1.5,Good,Good,Good,Good,Good,42,Good,2014.0,3.0,3.0,60.0,20.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-03-02,3,Sunday,False,10.1,0.1,4.8,0.4,0.0,11.2,0.7,30.0,0.045,17.0,2.5,Good,Good,Good,Good,Good,42,Good,2014.0,41.0,40.0,1628.0,40.7,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-03-03,3,Monday,False,12.0,3.2,6.7,0.2,0.0,13.0,0.6,34.0,0.045,22.0,2.5,Good,Good,Good,Good,Good,42,Good,2014.0,26.0,24.0,642.0,26.75,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-04,3,Tuesday,False,6.3,1.6,4.0,5.8,1.61,12.7,0.9,40.0,0.028,32.0,5.3,Good,Good,Good,Good,Good,38,Good,2014.0,20.0,16.0,351.0,21.9375,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-03-05,3,Wednesday,False,12.3,-4.0,4.5,0.0,0.0,13.1,0.9,41.0,0.036,36.0,5.3,Good,Good,Good,Good,Good,39,Good,2014.0,45.0,36.0,976.0,27.11111111111111,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-03-06,3,Thursday,False,13.9,-0.2,6.2,6.3,0.0,12.4,0.9,38.0,0.04,30.0,4.5,Good,Good,Good,Good,Good,37,Good,2014.0,64.0,40.0,1128.0,28.2,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-03-07,3,Friday,False,6.8,1.2,3.8,1.9,0.49,16.2,0.6,32.0,0.039,20.0,2.4,Good,Good,Good,Good,Good,36,Good,2014.0,30.0,27.0,548.0,20.296296296296298,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-08,3,Saturday,False,10.5,-0.1,4.9,0.0,0.0,9.2,0.7,37.0,0.044,26.0,3.5,Good,Good,Good,Good,Good,41,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-03-09,3,Sunday,False,13.9,-3.3,6.2,0.0,0.0,14.6,0.8,36.0,0.046,28.0,2.9,Good,Good,Good,Good,Good,43,Good,2014.0,25.0,25.0,794.0,31.76,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-03-10,3,Monday,False,16.2,1.0,7.6,0.8,0.0,18.8,0.8,38.0,0.044,52.0,4.4,Good,Good,Good,Good,Good,48,Good,2014.0,16.0,16.0,370.0,23.125,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-11,3,Tuesday,False,5.0,-1.5,1.4,0.2,0.91,17.1,0.5,35.0,0.038,18.0,2.7,Good,Good,Good,Good,Good,35,Good,2014.0,46.0,40.0,1095.0,27.375,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-03-12,3,Wednesday,False,9.3,-2.3,3.0,0.0,0.0,7.0,0.4,44.0,0.042,32.0,4.2,Good,Good,Good,Good,Good,42,Good,2014.0,24.0,22.0,485.0,22.045454545454547,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-03-13,3,Thursday,False,11.2,-1.7,4.8,0.0,0.0,9.2,0.5,51.0,0.045,38.0,4.5,Good,Good,Good,Good,Good,48,Good,2014.0,18.0,16.0,335.0,20.9375,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-03-14,3,Friday,False,12.4,-1.0,6.1,1.3,0.0,16.3,0.5,47.0,0.045,57.0,4.6,Good,Good,Good,Moderate,Good,52,Moderate,2014.0,16.0,13.0,360.0,27.692307692307693,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-15,3,Saturday,False,8.5,2.5,5.1,0.0,0.0,21.1,0.3,38.0,0.05,20.0,3.2,Good,Good,Good,Good,Good,46,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-03-16,3,Sunday,False,13.6,-0.8,6.5,0.0,0.0,12.2,0.3,38.0,0.049,21.0,2.8,Good,Good,Good,Good,Good,45,Good,2014.0,15.0,9.0,245.0,27.22222222222222,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-03-17,3,Monday,False,12.6,-2.6,4.1,0.0,0.07,30.3,0.3,49.0,0.046,101.0,4.6,Good,Good,Good,Moderate,Good,74,Moderate,2014.0,58.0,52.0,1344.0,25.846153846153847,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-18,3,Tuesday,False,4.5,-3.3,0.5,0.0,0.0,13.7,0.3,32.0,0.036,22.0,3.2,Good,Good,Good,Good,Good,33,Good,2014.0,20.0,18.0,363.0,20.166666666666668,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-03-19,3,Wednesday,False,8.9,-2.6,2.9,0.0,0.0,12.2,0.4,71.0,0.046,29.0,3.4,Good,Moderate,Good,Good,Good,69,Moderate,2014.0,39.0,31.0,860.0,27.741935483870968,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-03-20,3,Thursday,False,13.4,-0.4,6.8,0.0,0.0,9.9,0.5,48.0,0.043,34.0,3.5,Good,Good,Good,Good,Good,45,Good,2014.0,19.0,16.0,343.0,21.4375,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-03-21,3,Friday,False,10.6,1.8,6.3,0.0,0.0,12.6,0.3,40.0,0.039,38.0,5.7,Good,Good,Good,Good,Good,38,Good,2014.0,18.0,13.0,270.0,20.76923076923077,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-22,3,Saturday,False,9.0,2.0,5.3,0.0,0.14,11.4,0.3,42.0,0.051,29.0,4.7,Good,Good,Good,Good,Good,47,Good,2014.0,2.0,1.0,50.0,50.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-03-23,3,Sunday,False,12.6,-1.3,5.8,0.0,0.0,12.7,0.3,32.0,0.054,23.0,4.6,Good,Good,Good,Good,Good,50,Good,2014.0,25.0,24.0,1126.0,46.91666666666666,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-03-24,3,Monday,False,13.6,3.1,8.2,0.0,0.0,8.6,0.4,58.0,0.052,37.0,6.6,Good,Moderate,Good,Good,Good,55,Moderate,2014.0,13.0,8.0,170.0,21.25,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-25,3,Tuesday,False,18.3,0.0,8.9,0.0,0.0,16.6,0.4,45.0,0.05,39.0,6.2,Good,Good,Good,Good,Good,46,Good,2014.0,17.0,15.0,446.0,29.73333333333333,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-03-26,3,Wednesday,False,8.2,2.5,5.5,2.2,0.14,13.8,0.3,30.0,0.044,57.0,3.5,Good,Good,Good,Moderate,Good,52,Moderate,2014.0,38.0,33.0,892.0,27.03030303030303,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-03-27,3,Thursday,False,8.2,0.1,4.3,3.2,0.63,9.7,0.3,24.0,0.043,16.0,1.4,Good,Good,Good,Good,Good,40,Good,2014.0,49.0,42.0,868.0,20.666666666666668,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-03-28,3,Friday,False,11.4,-0.3,5.6,0.0,0.0,12.8,0.4,34.0,0.047,26.0,2.7,Good,Good,Good,Good,Good,44,Good,2014.0,56.0,44.0,1009.0,22.931818181818183,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-03-29,3,Saturday,False,16.9,-1.2,8.2,0.0,0.0,19.6,0.3,32.0,0.049,26.0,3.7,Good,Good,Good,Good,Good,45,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-03-30,3,Sunday,False,13.1,2.4,5.8,5.5,2.52,23.3,0.3,13.0,0.051,44.0,4.0,Good,Good,Good,Good,Good,47,Good,2014.0,55.0,51.0,1910.0,37.45098039215687,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-03-31,3,Monday,False,9.7,-1.5,4.0,0.2,0.0,12.6,0.4,40.0,0.043,21.0,2.0,Good,Good,Good,Good,Good,40,Good,2014.0,10.0,9.0,280.0,31.11111111111111,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-04-01,4,Tuesday,False,8.8,0.3,3.4,5.3,0.77,19.2,0.3,25.0,0.049,21.0,3.9,Good,Good,Good,Good,Good,45,Good,2014.0,5.0,5.0,84.0,16.8,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-04-02,4,Wednesday,False,5.8,-0.8,2.2,0.3,0.49,6.8,0.4,32.0,0.045,20.0,3.3,Good,Good,Good,Good,Good,42,Good,2014.0,40.0,37.0,917.0,24.783783783783782,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-04-03,4,Thursday,False,7.6,-2.6,3.0,1.3,0.0,6.9,0.3,33.0,0.05,30.0,4.3,Good,Good,Good,Good,Good,46,Good,2014.0,18.0,14.0,437.0,31.214285714285715,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-04-04,4,Friday,False,10.9,-1.4,5.6,0.0,0.0,13.0,0.5,51.0,0.048,26.0,3.7,Good,Good,Good,Good,Good,48,Good,2014.0,23.0,17.0,418.0,24.58823529411765,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-04-05,4,Saturday,False,9.5,2.6,5.8,1.1,0.0,15.0,0.3,24.0,0.047,16.0,2.9,Good,Good,Good,Good,Good,44,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-04-06,4,Sunday,False,9.3,1.2,5.7,1.3,0.14,13.5,0.3,28.0,0.043,20.0,4.2,Good,Good,Good,Good,Good,40,Good,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-04-07,4,Monday,False,13.9,5.0,9.2,0.0,0.0,10.9,0.4,29.0,0.049,28.0,5.0,Good,Good,Good,Good,Good,45,Good,2014.0,40.0,29.0,630.0,21.724137931034484,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-04-08,4,Tuesday,False,18.5,3.2,11.3,0.0,0.0,10.2,0.6,33.0,0.044,51.0,5.1,Good,Good,Good,Good,Good,47,Good,2014.0,17.0,15.0,362.0,24.133333333333333,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-04-09,4,Wednesday,False,22.0,3.3,13.9,0.0,0.0,10.8,0.4,36.0,0.047,31.0,5.0,Good,Good,Good,Good,Good,44,Good,2014.0,22.0,17.0,568.0,33.411764705882355,0,0,0,0,0,0,1,Winter,29642,25191,0,0
2014-04-10,4,Thursday,False,19.2,9.0,14.1,0.0,0.0,10.2,0.4,27.0,0.055,25.0,5.2,Good,Good,Moderate,Good,Good,51,Moderate,2014.0,11.0,6.0,150.0,25.0,0,0,0,0,1,0,0,Winter,29642,25191,0,0
2014-04-11,4,Friday,False,22.4,5.2,14.5,0.0,0.0,8.4,0.4,33.0,0.053,48.0,7.0,Good,Good,Good,Good,Good,49,Good,2014.0,22.0,18.0,659.0,36.61111111111112,1,0,0,0,0,0,0,Winter,29642,25191,0,0
2014-04-12,4,Saturday,False,20.4,8.5,13.3,1.5,0.0,13.5,0.3,27.0,0.05,38.0,5.4,Good,Good,Good,Good,Good,46,Good,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,Winter,29642,25191,0,0
2014-04-13,4,Sunday,False,10.6,4.4,7.3,3.1,0.21,27.9,0.3,13.0,0.043,35.0,3.6,Good,Good,Good,Good,Good,40,Good,2014.0,29.0,27.0,1320.0,48.888888888888886,0,0,0,1,0,0,0,Winter,29642,25191,0,0
2014-04-14,4,Monday,False,11.7,2.3,7.1,0.0,0.0,10.9,0.4,38.0,0.05,23.0,4.8,Good,Good,Good,Good,Good,46,Good,2014.0,43.0,40.0,855.0,21.375,0,1,0,0,0,0,0,Winter,29642,25191,0,0
2014-04-15,4,Tuesday,False,18.6,2.6,10.4,0.0,0.0,19.4,0.5,54.0,0.05,31.0,4.4,Good,Moderate,Good,Good,Good,51,Moderate,2014.0,30.0,26.0,592.0,22.76923076923077,0,0,0,0,0,1,0,Winter,29642,25191,0,0
2014-04-16,4,Wednesday,False,13.3,6.6,9.5,0.0,0.0,13.0,0.3,28.0,0.058,24.0,3.7,Good,Good,Moderate,Good,Good,61,Moderate,2014.0,7.0,6.0,470.0,78.33333333333333,0,0,0,0,0,0,1,Winter,29642,25191,0,1
2014-04-17,4,Thursday,False,20.3,3.9,12.1,0.0,0.0,13.1,0.5,39.0,0.054,28.0,4.0,Good,Good,Good,Good,Good,50,Good,2014.0,36.0,33.0,596.0,18.060606060606062,0,0,0,0,1,0,0,Winter,29642,25191,0,1
